id,osmid,name,lanes,len,maxUsed
8745,158624831,West Portal Avenue,,30,4.0
8746,158624832,15th Avenue,,13,4.0
8747,158635462,Rossmoor Drive,,11,2.0
8748,158635466,Holloway Avenue,,4,4.0
8749,158804429,Geary Boulevard,,1,4.0
8750,158804430,Geary Boulevard,,1,4.0
8751,158804431,Geary Boulevard,,1,4.0
8752,158804432,Geary Boulevard,,1,4.0
8753,158804433,Geary Boulevard,,1,4.0
8754,158804434,Geary Boulevard,,1,4.0
8755,158804435,Geary Boulevard,,1,4.0
8756,158804437,Geary Boulevard,,1,4.0
8757,158804438,Geary Boulevard,,1,4.0
8758,158804439,Geary Boulevard,,3,4.0
8759,158804440,Geary Boulevard,,3,4.0
8760,158804443,Geary Boulevard,,3,4.0
8761,158804444,Geary Boulevard,,3,4.0
8762,158804445,Geary Boulevard,,3,4.0
8763,158804446,Geary Boulevard,,3,4.0
8764,158804447,Geary Boulevard,,3,4.0
8765,158804448,Geary Boulevard,,3,4.0
8766,158804449,Geary Boulevard,,4,4.0
8767,158804453,16th Avenue,,1,4.0
8768,158804454,16th Avenue,,4,2.0
8769,158804455,17th Avenue,,1,4.0
8770,158804456,17th Avenue,,4,2.0
8771,158804457,20th Avenue,,1,4.0
8772,158804458,20th Avenue,,4,3.0
8773,158804459,21st Avenue,,1,4.0
8774,158804460,21st Avenue,,4,2.0
8775,158804461,24th Avenue,,1,4.0
8776,158804462,24th Avenue,,4,2.0
8777,158804466,25th Avenue,,1,4.0
8778,158804468,25th Avenue,,3,3.0
8779,158804472,28th Avenue,,1,4.0
8780,158804473,28th Avenue,,4,2.0
8781,158804474,29th Avenue,,1,4.0
8782,158804475,29th Avenue,,4,2.0
8783,158804476,32nd Avenue,,1,4.0
8784,158804477,32nd Avenue,,4,2.0
8785,158924381,Bev Cunha County Road,,4,1.0
8786,159024965,Phelan Avenue,,8,2.0
8787,159024967,Miramar Avenue,,5,4.0
8788,159024971,Wildwood Way,,15,2.0
8789,159024972,Phelan Avenue,,8,3.0
8790,159024976,Judson Avenue,,7,2.0
8791,159024980,Judson Avenue,,7,3.0
8792,159024986,Miramar Avenue,,3,3.0
8793,159026904,Judson Avenue,,1,2.0
8794,159026907,Judson Avenue,,4,3.0
8795,159026911,Judson Avenue,,5,2.0
8796,159149952,Marston Avenue,,4,3.0
8797,159149953,Baden Street,,8,2.0
8798,159149961,Hearst Avenue,,6,4.0
8799,159149972,Hazelwood Avenue,,65,3.0
8800,159150002,Congo Street,,24,5.0
8801,159152036,Havelock Street,,2,3.0
8802,159153587,West Road,,24,3.0
8803,159154464,Geneva Avenue,,17,3.0
8804,159154465,Geneva Avenue,,4,4.0
8805,159154466,Howth Street,,10,3.0
8806,159156712,Niagara Avenue,,7,2.0
8807,159156713,Tara Street,,11,2.0
8808,159156714,Plymouth Avenue,,14,3.0
8809,159156715,Mount Vernon Avenue,,7,3.0
8810,159156716,Lee Avenue,,5,2.0
8811,159156717,Ocean Avenue,,34,4.0
8812,159317810,Portola Drive,,2,4.0
8813,159318744,Junipero Serra Boulevard,,1,4.0
8814,159318746,Portola Drive,,2,4.0
8815,159318747,Sloat Boulevard,,12,4.0
8816,159318755,Sloat Boulevard,,13,5.0
8817,159393760,Ivy Drive,,14,1.0
8818,159766611,Geneva Avenue,,10,3.0
8819,159778999,San Jose Avenue,,5,2.0
8820,159783444,Broad Street,,8,3.0
8821,159783445,San Jose Avenue,,10,4.0
8822,159791114,San Jose Avenue,,35,4.0
8823,159831985,Halleck Street,,5,3.0
8824,160268082,Church Street,,4,3.0
8825,160277071,Marston Avenue,,12,3.0
8826,160277075,West Road,,9,3.0
8827,160277078,West Road,,3,3.0
8828,160283799,Redwood Creek Crossing,,2,1.0
8829,160287542,Judah Street,,16,4.0
8830,160305457,Market Street,,10,1.0
8831,160306658,17th Street,,3,1.0
8832,160313263,4th Street,,2,3.0
8833,160313264,4th Street,,1,2.0
8834,160325571,Market Street,,5,3.0
8835,160325575,Steuart Street,,8,2.0
8836,160325578,Market Street,,2,4.0
8837,160325579,Market Street,,1,4.0
8838,160695880,Chabot-To-Garin Regional Trail,,24,1.0
8839,160695881,Chabot-To-Garin Regional Trail,,141,2.0
8840,160695882,Deer Canyon Trail,,66,2.0
8841,160695883,Newt Pond Trail,,42,2.0
8842,160695884,Sandstone Trail,,2,1.0
8843,160695885,Sandstone Trail,,43,2.0
8844,160695886,Shady Canyon Trail,,8,2.0
8845,160695896,Canyon Court,,7,1.0
8846,160842753,3rd Street,,31,2.0
8847,161493574,Presidio Parkway,2/3,8,2.0
8848,161544314,Marina Boulevard,,3,4.0
8849,161620568,Yerba Buena Avenue,,7,3.0
8850,161620570,Yerba Buena Avenue,,7,2.0
8851,161625023,Monterey Boulevard,,21,3.0
8852,161625024,Colon Avenue,,42,2.0
8853,161631001,Palace Drive,,9,2.0
8854,161631002,Palace Drive,,6,4.0
8855,161664924,Presidio Parkway,3,7,3.0
8856,161664926,Presidio Parkway,2/3,9,1.0
8857,161707029,Bison Paddock,,12,2.0
8858,162157460,TCC Trail,,26,2.0
8859,162324913,Lincoln Boulevard,,11,4.0
8860,162324914,Washington Boulevard,,22,3.0
8861,162324915,Wyman Avenue,,15,2.0
8862,162324916,Herb Caen Way...,,44,2.0
8863,162324921,Herb Caen Way...,,8,2.0
8864,162324927,17th Street,,16,3.0
8865,162324928,17th Street,,2,4.0
8866,162470926,40th Avenue,,8,2.0
8867,162799061,Fulton Street,,15,4.0
8868,162799062,36th Avenue,,2,2.0
8869,162799067,Turk Boulevard,,7,4.0
8870,162799068,Martin Luther King Drive,,11,3.0
8871,162799074,37th Avenue,,2,3.0
8872,162802658,Sunset Boulevard,,24,5.0
8873,162812823,Valencia Street,,1,3.0
8874,162812824,Guerrero Street,,13,4.0
8875,162812825,Guerrero Street,,1,4.0
8876,162918768,Market Street,,11,2.0
8877,162918770,Market Street,,9,2.0
8878,162925357,7th Street,4,4,2.0
8879,162925358,Market Street,,11,2.0
8880,162925359,Market Street,,7,4.0
8881,162931668,Twin Peaks Boulevard,,9,4.0
8882,162931669,West Portal Avenue,,13,4.0
8883,162931670,West Portal Avenue,,11,3.0
8884,162931808,8th Street,,1,3.0
8885,162931809,Castro Street,,13,4.0
8886,162931810,9th Street,,9,4.0
8887,162931811,5th Street,,2,3.0
8888,162931971,Webster Street,,2,4.0
8889,162931993,Union Street,,4,4.0
8890,163421225,East San Bruno Avenue,,2,2.0
8891,163506899,Meadowcrest Drive,,35,1.0
8892,163537557,Pacific Avenue,,3,2.0
8893,163669675,Arguello Boulevard,,3,3.0
8894,163784093,Grant Avenue,2,2,3.0
8895,164658210,Ohlone Greenway,,20,2.0
8896,165341629,East Castro Valley Boulevard,,2,2.0
8897,165572789,South Airport Boulevard,,2,2.0
8898,165572790,North McDonnell Road,,20,3.0
8899,165572791,South Airport Boulevard,,4,2.0
8900,165572792,South Airport Boulevard,,1,1.0
8901,165572793,South Airport Boulevard,,1,2.0
8902,165572794,South Airport Boulevard,,16,2.0
8903,165572795,South Airport Boulevard,,15,2.0
8904,165572796,South Airport Boulevard,,1,2.0
8905,165572797,South Airport Boulevard,,15,2.0
8906,165572798,South Airport Boulevard,,4,2.0
8907,165572799,South Airport Boulevard,,9,2.0
8908,165572801,North McDonnell Road,,28,2.0
8909,165634691,LaRiviere Marsh Trail,,8,3.0
8910,165634692,tidelands trail,,129,2.0
8911,165634695,LaRiviere Marsh Trail,,14,2.0
8912,165634696,tidelands trail,,1,2.0
8913,165682404,North McDonnell Road,,31,2.0
8914,165682405,North McDonnell Road,,26,3.0
8915,165864174,Ashby Avenue,4,3,1.0
8916,165864178,Tunnel Road,,4,2.0
8917,166155090,Red Hill Trail,,9,3.0
8918,166303711,Lunado Court,,16,3.0
8919,166304349,Urbano Drive,,60,3.0
8920,166304405,Entrada Court,,21,2.0
8921,166409141,Buena Avenue,,9,2.0
8922,166596381,Menlo Park,,128,2.0
8923,166624527,Arguello Boulevard,,1,3.0
8924,166624528,Arguello Boulevard,,1,4.0
8925,166672362,Oak Avenue,,4,1.0
8926,166785323,Woodland Avenue,,1,1.0
8927,167176945,Reservoir Street,,9,2.0
8928,167517378,Essex Way,1,2,2.0
8929,167541191,Eastshore Freeway,4,3,2.0
8930,167541518,Cutting Boulevard,,1,2.0
8931,167541521,San Pablo Avenue,,37,2.0
8932,167698853,Bay Trail,,1,2.0
8933,167698854,Bay Trail,,33,1.0
8934,167705462,Harrison Street,,2,1.0
8935,167952608,Marina Boulevard,,8,4.0
8936,167952610,Presidio Parkway,,4,1.0
8937,167952613,Presidio Parkway,,2,1.0
8938,167952615,Presidio Parkway,,2,2.0
8939,167952617,Halleck Street,,2,2.0
8940,167952620,Presidio Parkway,,6,2.0
8941,167952621,Presidio Parkway,,6,2.0
8942,167952623,Presidio Parkway,,3,2.0
8943,168082819,Contra Costa Canal Trail,,10,2.0
8944,168082820,Contra Costa Canal Trail,,1,2.0
8945,168082821,Contra Costa Canal Trail,,21,2.0
8946,168082822,Contra Costa Canal Trail,,6,2.0
8947,168082824,Lafayette-Moraga Trail,,267,2.0
8948,168627957,San Pablo Avenue,2,1,2.0
8949,168627960,San Pablo Avenue,2,1,2.0
8950,168627965,San Pablo Avenue,2,21,2.0
8951,168627971,San Pablo Avenue,2,5,3.0
8952,168627989,7th Street,,2,2.0
8953,168656250,Via Lugano,1,26,4.0
8954,168657769,Via Lugano,1,1,4.0
8955,168769926,Park Street Bridge,,1,1.0
8956,169076203,East 28th Avenue,,9,3.0
8957,169076204,Baze Road,,6,2.0
8958,169076206,East 28th Avenue,,9,4.0
8959,169076207,Kyne Street West,,8,2.0
8960,169076211,East 28th Avenue,,24,2.0
8961,169076215,South Delaware Street,,19,2.0
8962,169078051,East 31st Avenue,,1,2.0
8963,169080817,East 28th Avenue,,1,1.0
8964,169080818,Kyne Street East,,6,2.0
8965,169080819,Landing Avenue,,8,2.0
8966,169253376,Lafayette-Moraga Trail,,1,1.0
8967,169253379,Mount Diablo Boulevard,,12,3.0
8968,169253391,Mount Diablo Boulevard,,1,1.0
8969,169253392,Mount Diablo Boulevard,,2,3.0
8970,169253393,Mount Diablo Boulevard,,2,4.0
8971,169253394,Mount Diablo Boulevard,,3,4.0
8972,169253396,Mount Diablo Boulevard,,11,3.0
8973,169253398,Saint Stephen&apos;s Drive,,20,1.0
8974,169253399,Saint Stephen&apos;s Trail,,25,1.0
8975,169627807,Jon Boat Court,,1,2.0
8976,169663155,Escalon Fire Road,,44,3.0
8977,169663199,Camino Alto Fire Road,,21,1.0
8978,169663282,Del Casa Fire Road,,28,3.0
8979,169760643,Coastal Trail,,20,2.0
8980,169760651,Tennessee Valley Trail,,12,2.0
8981,169760656,Tennessee Valley Trail,,1,3.0
8982,169760657,Wolf Ridge Trail,,82,1.0
8983,169772662,Vineyard Road,,5,1.0
8984,169788618,College Heights Drive,,23,2.0
8985,169793700,Yorba Street,,7,2.0
8986,170014259,Harvfey Warne Trail,,16,1.0
8987,170056361,South San Francisco Centennial Way,,1,2.0
8988,170150748,South San Francisco Centennial Way,,10,2.0
8989,170277410,Bayview Drive,,3,2.0
8990,170277411,Leona Drive,,17,3.0
8991,170277412,Leona Drive,,25,2.0
8992,170277413,Leona Drive,,3,3.0
8993,170277415,Rocky Point Court,,13,1.0
8994,170296984,Hill Path,,1,2.0
8995,170297019,Hill Path,,2,1.0
8996,170297326,Ridge Way,,2,1.0
8997,170297419,Portola Steps,,1,1.0
8998,170297420,Golden Steps,,2,1.0
8999,170297564,Hill Path,,3,1.0
9000,170297956,Oak Lane,,4,1.0
9001,170407064,Crystal Street,,4,4.0
9002,170407066,Crystal Street,,8,3.0
9003,170534249,Hinman Road,,8,1.0
9004,170534250,Seaport Boulevard,,9,3.0
9005,170681417,Windy Ridge Trail,,35,1.0
9006,170685232,Northside Trail,,123,4.0
9007,170685896,Wheeler Trail,,26,1.0
9008,170760118,TCC Trail,,89,2.0
9009,170806641,Baker Court,,8,3.0
9010,170806643,Brooks Street,,7,3.0
9011,170825717,Bob Midagh Trail,,26,1.0
9012,170826996,Ygnacio Canal Trail,,1,3.0
9013,170826997,Ygnacio Canal Trail,,1,2.0
9014,170834741,Park path,,2,1.0
9015,170834742,Park path,,3,2.0
9016,170834743,Park path,,4,2.0
9017,170834746,Redwood Creek Walk,,5,2.0
9018,171137662,Wilson Way Trail,,4,2.0
9019,171273373,Piedmont Road,,2,3.0
9020,171273374,Piedmont Road,,5,2.0
9021,171273375,Piedmont Trail,,31,2.0
9022,171299461,Piedmont Road,,11,2.0
9023,171324248,King Mountain Loop Trail,,143,2.0
9024,171477279,Northside Trail,,46,2.0
9025,171555606,Collier Spring Trail,,22,2.0
9026,171556257,International Trail,,52,2.0
9027,171556468,Arturo Trail,,54,1.0
9028,171556845,Mountain Top Trail,,47,1.0
9029,171557473,Bootjack Trail,,49,2.0
9030,171687716,Wheeler Street,,3,2.0
9031,171687717,Wheeler Street,,3,1.0
9032,171998378,station footpath,,12,2.0
9033,171998379,station footpath,,1,2.0
9034,171998380,station footpath,,7,2.0
9035,172251230,Carden Lane,,8,1.0
9036,172312914,Diamond View Trail,,34,1.0
9037,172312915,Diamond View Trail,,34,2.0
9038,172605094,Contra Costa Canal Trail,,18,2.0
9039,172605095,Contra Costa Canal Trail,,1,2.0
9040,172605097,Contra Costa Canal Trail,,62,3.0
9041,172886854,Belles Street,,2,3.0
9042,172886855,Hays Street,,22,3.0
9043,173000115,Brickyard Cove Road,,24,1.0
9044,173100167,Beach Avenue,,1,1.0
9045,173102159,Bayberry Circle,,5,2.0
9046,173102160,Sycamore Street,,1,1.0
9047,173102161,Cypress Street,,8,2.0
9048,173543171,Endeavor Fire Road,,5,1.0
9049,173543172,Ring Mountain Fire Road,,91,2.0
9050,173720935,Storey Avenue,,1,3.0
9051,173720936,Storey Avenue,,15,4.0
9052,174585041,Adair Way,,3,2.0
9053,174585042,Arundel Drive,,12,3.0
9054,174585043,Arundel Road,,1,2.0
9055,174585044,Benmore Drive,,0,0
9056,174585045,Carrick Circle,,16,3.0
9057,174585046,Carrick Court,,11,2.0
9058,174585047,Carrick Drive,,8,2.0
9059,174585048,Drummond Drive,,12,2.0
9060,174585053,Stonebrae Country Club Drive,,10,3.0
9061,174585054,Stonebrae Country Club Drive,,1,2.0
9062,174585055,Country Club Drive,,3,2.0
9063,174585059,Stonebrae Country Club Drive,,3,3.0
9064,174585060,Stonebrae Country Club Drive,,4,3.0
9065,174585061,Stonebrae Country Club Drive,,4,3.0
9066,174585062,Stonebrae Road,,2,3.0
9067,174592204,Arundel Place,,2,2.0
9068,174592205,Water Reservoir,,13,2.0
9069,174597657,Adair Way,,1,3.0
9070,174597659,Country Club Drive,,7,1.0
9071,174597663,TPC Stonebrae,,50,2.0
9072,174812519,Telegraph Hill Boulevard,,39,3.0
9073,174822357,Delancey Street,,2,2.0
9074,174999601,Statue of Mohandas Gandhi,,4,2.0
9075,175010375,Cupid&apos;s Span,,4,2.0
9076,175129396,Bryant Street,,8,2.0
9077,175507521,Fremont Street,,2,4.0
9078,175507522,Fremont Street,,2,2.0
9079,175507523,1st Street,4,1,4.0
9080,175507524,1st Street,4,1,4.0
9081,177009600,Lafayette-Moraga Trail,,19,2.0
9082,177009601,Lafayette-Moraga Trail,,4,2.0
9083,177009602,Lafayette-Moraga Trail,,73,2.0
9084,178100189,El Camino del Mar,,5,3.0
9085,179235221,San Francisco – Oakland Bay Bridge,5,1,2.0
9086,179235223,Bryant Street,,1,4.0
9087,179235224,Bryant Street,,3,2.0
9088,179235231,University Avenue,2,1,2.0
9089,179652759,College Avenue,,1,2.0
9090,179652760,College Avenue,,0,0
9091,179909901,Old Colma Bicycle Route-ca 1895,,20,1.0
9092,180813255,Amanda Lane,,1,1.0
9093,180813256,Dolores Drive,,14,2.0
9094,180813257,Hidden Valley Road,,5,1.0
9095,180816669,Happy Valley Glen Road,,3,2.0
9096,180816670,Nordstrom Lane,,6,1.0
9097,180892826,Lincoln Boulevard,,1,3.0
9098,181380701,Tulagi Street,,5,2.0
9099,181380707,Tulagi Street,,5,2.0
9100,181386566,Bay Trail,,47,1.0
9101,181387345,San Leandro Creek Trail East,,15,1.0
9102,181735536,Winfield Street,,2,4.0
9103,181736472,Winfield Street,,5,3.0
9104,182076317,Ocean Avenue,,5,3.0
9105,182465622,Peace Wall,,3,1.0
9106,182465623,Peace Wall,,4,1.0
9107,182465624,Peace Wall,,5,1.0
9108,182465625,Peace Wall,,5,1.0
9109,182668422,23rd Avenue,,3,4.0
9110,182668423,23rd Avenue,,3,4.0
9111,182760748,LaRiviere Marsh Trail,,1,3.0
9112,182893293,Leonato Way,,1,1.0
9113,182916017,Holiday Inn Express,,7,2.0
9114,182919173,Fairmont Heritage Place, Ghirardelli Square,,11,2.0
9115,183049831,Jose Court,,3,2.0
9116,183091826,Outlook Circle,,5,1.0
9117,183185421,Geoghegan Way,,1,2.0
9118,183198697,Alemany Boulevard,,7,3.0
9119,183198713,Crescent Avenue,,1,3.0
9120,183198746,Industrial Street,,1,4.0
9121,183198750,Junipero Serra Freeway,4,3,2.0
9122,183198770,Pennsylvania Avenue,,2,3.0
9123,183198771,Pennsylvania Avenue,,6,3.0
9124,183198772,Pennsylvania Avenue,,8,3.0
9125,183198781,San Bruno Avenue,1,4,2.0
9126,183198788,Southern Embarcadero Freeway,3,32,2.0
9127,183198859,18th Street,,2,2.0
9128,183198861,18th Street,,4,4.0
9129,183248278,Strobridge Avenue,,1,2.0
9130,183248290,Castro Street,1,1,1.0
9131,183248609,Nimitz Freeway,4,1,2.0
9132,183248610,Nimitz Freeway,4,1,2.0
9133,183248611,Nimitz Freeway,4,1,2.0
9134,183248612,Nimitz Freeway,4,5,3.0
9135,183343347,Grove Shafter Freeway,3,1,2.0
9136,183343353,Grove Shafter Freeway,3,3,2.0
9137,183343354,Harrison Street,3,2,2.0
9138,183343448,5th Street,,5,1.0
9139,183343449,7th Street,4,1,4.0
9140,183343450,7th Street,,4,3.0
9141,183402519,Siena Court,,4,1.0
9142,183402521,Maloney Court,,7,1.0
9143,183450091,Ohlone Greenway,,15,1.0
9144,183832137,Sutter Street,2,1,1.0
9145,183931480,Ferry Landing,,1,1.0
9146,184255588,Brotherhood Way,,12,4.0
9147,184255650,Junipero Serra Boulevard,3,2,2.0
9148,184255665,Sagamore Street,3,4,3.0
9149,184255666,San Jose Avenue,,5,3.0
9150,184255674,Vista Access Road,,3,4.0
9151,184261049,Ferry Landing,,2,1.0
9152,184365672,Park Boulevard,2,5,1.0
9153,184487449,Acalanes Road,,3,2.0
9154,184487451,Acalanes Road,,6,1.0
9155,184487466,Oak Hill Road,,21,2.0
9156,184501639,36th Avenue,,15,4.0
9157,184501643,37th Avenue,,1,2.0
9158,184573316,Junipero Serra Boulevard,3,2,2.0
9159,184573419,Skyline Boulevard,2,9,4.0
9160,184573420,Skyline Boulevard,2,5,3.0
9161,184792824,Earhart Road,,3,1.0
9162,184853226,El Camino Real,,17,1.0
9163,184956229,Grant Avenue,2,2,4.0
9164,184976917,Alameda de Las Pulgas,,7,1.0
9165,185007760,University Avenue,,5,1.0
9166,185020989,San Pablo Avenue,,8,2.0
9167,185227687,Mission Street,,1,4.0
9168,185227691,Duboce Avenue,,1,4.0
9169,185227692,13th Street,,1,4.0
9170,185227693,Mission Street,,1,3.0
9171,185227697,Mission Street,,1,2.0
9172,185227699,Mission Street,,2,3.0
9173,185382597,University Avenue,,24,2.0
9174,185404960,Freeman Court,,3,2.0
9175,185404961,Jessie Street,,1,2.0
9176,185579354,Shasta Walk,,2,1.0
9177,185579355,Laurel Lane,,3,1.0
9178,185583251,La Loma Path,,2,1.0
9179,186398833,East Grand Avenue,,5,3.0
9180,186398834,East Millbrae Avenue,,1,1.0
9181,186398845,Vermont Street,,3,2.0
9182,186398846,Vermont Street,,5,2.0
9183,186400360,Alemany Boulevard,,16,2.0
9184,186400363,Bayshore Boulevard,,1,4.0
9185,186400364,Bayshore Boulevard,,5,4.0
9186,186400365,Bryant Street,,1,4.0
9187,186400366,Bryant Street,4,22,3.0
9188,186400371,Potrero Avenue,,1,4.0
9189,186400374,Potrero Avenue,,2,1.0
9190,186406401,Redwood Highway,4,12,2.0
9191,186495935,Hayward Executive Airport,,25,2.0
9192,186499103,San Carlos Airport,,51,2.0
9193,186835856,San Jose Avenue,,5,2.0
9194,186835857,San Jose Avenue,,3,3.0
9195,186835858,San Jose Avenue,,2,3.0
9196,186839340,Battery Milagra Trail,,6,2.0
9197,186839341,Milagra Spur Trail,,11,1.0
9198,186839342,Milagra Ridge Trail,,70,2.0
9199,186839345,Battery Milagra Trail,,21,2.0
9200,186839679,Milagra Summit Trail,,8,2.0
9201,186839682,Milagra Creek Overlook Trail,,20,1.0
9202,187148201,Unnamed Alley,,1,2.0
9203,187148202,Unnamed Alley,,2,2.0
9204,187148203,Unnamed Alley,,1,2.0
9205,187148204,Unnamed Alley,1,3,1.0
9206,187148207,Unnamed Alley,,1,1.0
9207,187148208,Unnamed Alley,,2,1.0
9208,187148210,Unnamed Alley,1,3,1.0
9209,187148213,Unnamed Alley,,6,1.0
9210,187164246,Unnamed Alley,1,1,2.0
9211,187164247,Unnamed Alley,1,4,1.0
9212,187167698,Delaware Street,,1,1.0
9213,187167700,Delaware Street,,1,1.0
9214,187441517,Essex Way,1,7,2.0
9215,187441525,Carleton Street,,1,1.0
9216,187441530,Carleton Street,,4,1.0
9217,187555864,West Street,1,3,1.0
9218,187555866,West Street,1,1,1.0
9219,187789525,Greenwood Common,,3,1.0
9220,187869020,14th Avenue,,8,4.0
9221,188225894,University Avenue,2,4,2.0
9222,188698987,Broadway,,8,2.0
9223,188698988,Broadway,,2,2.0
9224,188698991,6th Street,,4,1.0
9225,188703042,Ashby Avenue,2,8,2.0
9226,188703049,Ashby Avenue,,1,2.0
9227,188858625,Sacramento Street,,2,3.0
9228,188964532,Naples Street,,8,4.0
9229,188964538,Naples Street,,4,3.0
9230,188964539,Naples Street,,8,4.0
9231,189008750,Moraga Reservoir,,4,2.0
9232,189149478,Nelson Rising Lane,,2,2.0
9233,189149566,Nelson Rising Lane,,1,2.0
9234,189171599,3rd Street,1,2,1.0
9235,189323412,East 14th Street,1,4,1.0
9236,189370221,Massoni Court,,1,1.0
9237,189460108,Pedestrian Bridge,,1,1.0
9238,189789139,Morales Court,,1,2.0
9239,189789151,Morales Court,,3,2.0
9240,189789168,Morales Court,,4,2.0
9241,190164726,Suspension Bridge,,1,1.0
9242,190531594,Birthday Party Area,,7,2.0
9243,190579762,Euclid Avenue,2,93,3.0
9244,191010941,Dolores Street,,24,3.0
9245,191010942,24th Street,,19,4.0
9246,191288553,21st Street,,1,3.0
9247,191293481,South Van Ness Avenue,,1,3.0
9248,191296171,13th Street,,4,4.0
9249,191296172,Folsom Street,,19,4.0
9250,191297195,20th Street,,1,4.0
9251,191297196,Guerrero Street,,8,4.0
9252,191297197,Guerrero Street,,14,4.0
9253,191297198,20th Street,,9,5.0
9254,191319995,Fair Oaks Street,,5,2.0
9255,191319996,24th Street,,2,4.0
9256,192164068,Clipper Street,,21,3.0
9257,192368785,Guerrero Street,2,3,4.0
9258,192368986,San Jose Avenue,2,4,4.0
9259,192368987,San Jose Avenue,2,2,4.0
9260,192368988,30th Street,,1,2.0
9261,192368989,29th Street,,1,4.0
9262,192368990,29th Street,,1,4.0
9263,192368991,San Jose Avenue,,7,5.0
9264,192368992,San Jose Avenue,2,3,4.0
9265,192369090,San Jose Avenue,,6,4.0
9266,192369091,Randall Street,,2,5.0
9267,192552299,Mission Street,,2,4.0
9268,192552300,25th Street,,31,3.0
9269,192552506,24th Street,,8,4.0
9270,192552507,Mission Street,,16,3.0
9271,192562677,San Jose Avenue,,1,2.0
9272,192565531,Rifle Range Road,,337,1.0
9273,194580792,Marsh Overlook,,1,1.0
9274,194581279,Rocky Shore Tide Ramp,,17,1.0
9275,195045681,Runabout Court,,1,2.0
9276,195045683,Day Sailer Court,,3,2.0
9277,195045686,Kayak Court,,1,1.0
9278,195430729,University Avenue,,4,2.0
9279,195433877,Sacramento Street,,10,2.0
9280,195433878,Sacramento Street,,35,2.0
9281,195433879,Sacramento Street,,3,3.0
9282,195433880,San Pablo Avenue,5,2,3.0
9283,195433881,San Pablo Avenue,2,5,2.0
9284,195433882,San Pablo Avenue,2,6,2.0
9285,195595376,Pierce Street,,4,2.0
9286,195595390,Colusa Avenue,,2,2.0
9287,195595392,Colusa Avenue,,6,2.0
9288,195595398,Colusa Avenue,,6,2.0
9289,195604785,East 12th Street,,2,1.0
9290,195604789,Martin Luther King Jr Way,,14,2.0
9291,195604795,San Pablo Avenue,4,16,3.0
9292,195604798,San Pablo Avenue,,5,3.0
9293,195772332,Scarpers Peak Serv Rd,,132,1.0
9294,195870851,West Richmond Avenue,1,8,1.0
9295,196052468,Zaner Way,,1,2.0
9296,196052470,Seeger Street,,1,2.0
9297,196052476,Garfinkle Street,,5,2.0
9298,196052477,Navarro Drive,2,19,2.0
9299,196052479,Bridgepointe Place,,1,1.0
9300,196052480,Niland Street,2,5,2.0
9301,196052483,Novato Street,2,3,2.0
9302,196052486,Fernandez Street,,6,2.0
9303,196052488,Corchero Way,3,1,1.0
9304,196052490,Arce Street,,5,2.0
9305,196052491,Martin Street,,3,2.0
9306,196193084,Arlington Avenue,,1,2.0
9307,196193085,Arlington Avenue,,6,3.0
9308,196329705,East Campus Drive,,3,1.0
9309,196491853,University Avenue,1,15,1.0
9310,196599892,Market Street,,17,2.0
9311,196599893,Market Street,,4,4.0
9312,196599894,Market Street,,6,2.0
9313,196599895,Oak Street,,2,2.0
9314,196599896,Oak Street,,3,1.0
9315,196599898,Oak Street,,6,2.0
9316,196599901,Sacramento Street,,1,2.0
9317,196599909,10th Street,,1,4.0
9318,196599910,7th Street,4,1,2.0
9319,196600171,Lake Loop Trail,,52,2.0
9320,196601140,Ohlone Trail,,39,2.0
9321,196602723,Centennial Drive,,49,2.0
9322,196662074,Herb Caen Way...,,15,2.0
9323,196662101,Herb Caen Way...,,18,2.0
9324,196672885,Davis Court,,2,3.0
9325,196739935,Grand Avenue,4,2,1.0
9326,196779225,Davis Street,,3,1.0
9327,196816082,Portola Drive,,1,3.0
9328,196831107,Sansome Street,,1,2.0
9329,196831109,Chestnut Street,,5,3.0
9330,196831119,Jackson Street,,6,2.0
9331,196831123,North Point Street,,12,4.0
9332,196949610,Mendosa Avenue,,13,2.0
9333,196949613,Mendosa Avenue,,15,3.0
9334,196949620,14th Avenue,,7,3.0
9335,196949621,14th Avenue,,6,5.0
9336,196949623,San Marcos Avenue,,1,2.0
9337,196949627,Mendosa Avenue,,15,3.0
9338,196949629,14th Avenue,,5,3.0
9339,196950283,Ortega Street,,6,3.0
9340,196950284,Ortega Street,,11,2.0
9341,196950285,15th Avenue,,4,2.0
9342,196950288,Ortega Street,,1,3.0
9343,196950291,Noriega Street,,11,2.0
9344,197885219,Presidio Parkway,,6,1.0
9345,197885220,Presidio Parkway,,3,2.0
9346,198399305,Reservoir Road,,3,1.0
9347,198399306,Avenue C,,1,1.0
9348,198399469,2nd Street,,1,3.0
9349,198399470,Stairs,,1,1.0
9350,198399586,Signal Road,,19,1.0
9351,198399617,Sims Road,,15,2.0
9352,198543099,Terminal Place,1,1,1.0
9353,198550046,Adeline Street,1,7,1.0
9354,198550057,Adeline Street,1,7,1.0
9355,198550066,Adeline Street,1,7,1.0
9356,198550071,Adeline Street,1,6,1.0
9357,198565345,South Van Ness Avenue,,3,4.0
9358,198565348,South Van Ness Avenue,,3,4.0
9359,198565350,South Van Ness Avenue,3,1,3.0
9360,198565351,South Van Ness Avenue,3,1,3.0
9361,198565352,South Van Ness Avenue,3,2,2.0
