id,osmid,name,lanes,len,maxUsed
2281,8920525,Canby Street,,1,3.0
2282,8920526,El Sereno Court,,5,2.0
2283,8920528,Gould Street,,1,4.0
2284,8920529,Leese Street,,3,2.0
2285,8920530,O&apos;Reilly Avenue,,4,2.0
2286,8920533,Faith Street,,2,1.0
2287,8920534,Schwerin Street,,2,4.0
2288,8920538,44th Avenue,,18,2.0
2289,8920539,44th Avenue,,6,4.0
2290,8920540,Shephard Place,,1,3.0
2291,8920542,Muir Court,,9,1.0
2292,8920545,Craig Court,,6,1.0
2293,8920546,Fernwood Drive,,33,2.0
2294,8920547,Dearborn Street,,3,2.0
2295,8920548,Bret Harte Terrace,,2,1.0
2296,8920549,Pomona Street,,1,2.0
2297,8920550,Mandalay Lane,,1,3.0
2298,8920551,Petrarch Place,,1,2.0
2299,8920552,Earl Street,,2,2.0
2300,8920554,Earl Street,,2,2.0
2301,8920556,Presidio Terrace,,48,3.0
2302,8920557,Presidio Terrace,,2,3.0
2303,8920559,Yale Street,,4,2.0
2304,8920560,Yale Street,,2,2.0
2305,8920563,Molimo Drive,,81,3.0
2306,8920566,Isadora Duncan Lane,,1,1.0
2307,8920567,Cottage Row,,1,2.0
2308,8920569,Quartz Way,,6,2.0
2309,8920570,Jennings Street,,2,5.0
2310,8920573,Jennings Street,,18,3.0
2311,8920575,Le Conte Avenue,,15,3.0
2312,8920577,10th Avenue,,9,4.0
2313,8920579,10th Avenue,,7,4.0
2314,8920581,Young Court,,11,2.0
2315,8920582,Young Court,,1,2.0
2316,8920583,Century Place,,1,1.0
2317,8920584,Sears Street,,4,2.0
2318,8920585,Moscow Street,,16,2.0
2319,8920588,Edna Street,,2,2.0
2320,8920589,Edna Street,,1,3.0
2321,8920591,Judson Avenue,,7,3.0
2322,8920593,Industrial Street,,3,4.0
2323,8920599,Industrial Street,,4,4.0
2324,8920600,Lobos Street,,2,3.0
2325,8920603,Barry Court,,9,1.0
2326,8920605,Santa Rita Avenue,,15,3.0
2327,8920606,Alta Mar Way,,1,2.0
2328,8920608,Dodge Street,,1,2.0
2329,8920610,Majestic Avenue,,2,2.0
2330,8920612,Waldo Alley,,2,1.0
2331,8920614,Martin Luther King Jr Drive,,1,4.0
2332,8920617,Key Avenue,,14,2.0
2333,8920619,Key Avenue,,1,2.0
2334,8920622,Farview Court,,9,2.0
2335,8920624,Morse Street,,7,4.0
2336,8920625,Fair Oaks Street,,8,4.0
2337,8920626,Division Street,,6,3.0
2338,8920632,Division Street,,2,4.0
2339,8920634,Division Street,,4,5.0
2340,8920639,Sherman Road,,13,2.0
2341,8920640,Commerce Street,,1,2.0
2342,8920641,Grijalva Drive,,2,1.0
2343,8920642,Southard Place,,2,1.0
2344,8920644,Pemberton Place,,4,3.0
2345,8920645,Martha Avenue,,9,2.0
2346,8920648,Yorba Street,,4,4.0
2347,8920653,Head Street,,2,1.0
2348,8920654,Head Street,,1,1.0
2349,8920656,Head Street,,4,2.0
2350,8920659,Saint Joseph&apos;s Avenue,,12,4.0
2351,8920660,Comerford Street,,1,2.0
2352,8920663,Junipero Serra Boulevard,,12,4.0
2353,8920664,Junipero Serra Boulevard,,6,2.0
2354,8920672,Junipero Serra Boulevard,3,13,2.0
2355,8920675,Junipero Serra Boulevard,,9,5.0
2356,8920677,Junipero Serra Boulevard,3,14,3.0
2357,8920679,Fresnel Way,,2,1.0
2358,8920681,Roselyn Terrace,,1,2.0
2359,8920684,Lydia Avenue,,2,2.0
2360,8920686,Encinal Walk,,1,1.0
2361,8920688,Encinal Walk,,1,2.0
2362,8920690,Tomaso Court,,1,1.0
2363,8920691,Hampshire Street,,1,1.0
2364,8920698,Battery East Road,,8,2.0
2365,8920699,Homewood Court,,3,1.0
2366,8920701,Harkness Avenue,,11,2.0
2367,8920704,23rd Street,,38,3.0
2368,8920706,23rd Street,,1,4.0
2369,8920707,23rd Street,,1,2.0
2370,8920709,23rd Street,,3,3.0
2371,8920710,23rd Street,,5,3.0
2372,8920714,Naglee Avenue,,6,3.0
2373,8920716,Naglee Avenue,,1,1.0
2374,8920718,Stoneyford Avenue,,5,2.0
2375,8920720,Loehr Street,,2,2.0
2376,8920721,Brooklyn Place,,1,2.0
2377,8920722,Clementina Street,,3,2.0
2378,8920724,Clementina Street,,3,3.0
2379,8920726,Clementina Street,,1,2.0
2380,8920728,Clementina Street,,4,2.0
2381,8920730,Sonoma Street,,1,2.0
2382,8920731,Wanda Street,,1,2.0
2383,8920732,Harbor Road,,12,2.0
2384,8920734,Sansome Street,,1,4.0
2385,8920737,North 15th Avenue,,8,2.0
2386,8920738,Bromley Place,,1,2.0
2387,8920739,Melba Avenue,,1,2.0
2388,8920740,Morrell Street,,7,2.0
2389,8920741,Morrell Street,,1,3.0
2390,8920742,Cardenas Avenue,,8,4.0
2391,8920744,20th Avenue,,1,4.0
2392,8920745,20th Avenue,,18,4.0
2393,8920746,20th Avenue,,4,4.0
2394,8920750,Malta Drive,,12,4.0
2395,8920753,Malta Drive,,14,4.0
2396,8920754,Malta Drive,,4,2.0
2397,8920758,Bridgeview Drive,,37,3.0
2398,8920760,Edward Street,,4,2.0
2399,8920762,Vista Verde Court,,6,3.0
2400,8920767,Cashmere Street,,22,2.0
2401,8920769,Cashmere Street,,24,4.0
2402,8920770,Wayne Place,,1,1.0
2403,8920772,Prague Street,,20,3.0
2404,8920774,Prague Street,,4,2.0
2405,8920778,Saint Croix Drive,,1,2.0
2406,8920780,Columbia Square Street,,2,2.0
2407,8920781,La Salle Avenue,,18,4.0
2408,8920783,La Salle Avenue,,14,4.0
2409,8920784,La Salle Avenue,,6,2.0
2410,8920792,Dawson Place,,1,3.0
2411,8920793,Acacia Street,,1,1.0
2412,8920795,Cortes Avenue,,2,2.0
2413,8920797,South Hill Boulevard,,43,3.0
2414,8920799,Mississippi Street,,1,2.0
2415,8920800,Mississippi Street,,4,2.0
2416,8920802,Mississippi Street,,4,4.0
2417,8920807,Florence Street,,1,2.0
2418,8920808,Lockwood Street,,11,2.0
2419,8920810,Freelon Street,,1,3.0
2420,8920811,Stark Street,,1,2.0
2421,8920813,Gibbon Court,,6,1.0
2422,8920815,Path Street,,1,2.0
2423,8920820,Brighton Avenue,,2,3.0
2424,8920821,Lucy Street,,1,2.0
2425,8920824,West Broadway Street,,10,4.0
2426,8920825,Farren Street,,1,2.0
2427,8920828,Hardie Place,,1,2.0
2428,8920829,Grote Place,,2,1.0
2429,8920832,Piper Loop,,26,2.0
2430,8920834,Bowdoin Street,,2,3.0
2431,8920837,Bowdoin Street,,3,2.0
2432,8920838,North Point Drive,,47,2.0
2433,8920840,El Mirasol Place,,2,2.0
2434,8920841,El Mirasol Place,,2,2.0
2435,8920842,Wayland Street,,8,2.0
2436,8920844,Wayland Street,,6,2.0
2437,8920846,Mangels Avenue,,34,3.0
2438,8920848,Campus Circle,,4,2.0
2439,8920852,Munich Street,,4,2.0
2440,8920853,Munich Street,,38,3.0
2441,8920854,Munich Street,,1,3.0
2442,8920858,Dalewood Way,,35,2.0
2443,8920860,Byron Court,,4,1.0
2444,8920861,East Road,,10,2.0
2445,8920863,Escolta Way,,12,3.0
2446,8920865,Mount Vernon Avenue,,5,3.0
2447,8920867,Mount Vernon Avenue,,12,2.0
2448,8920869,Margaret Avenue,,5,2.0
2449,8920872,Ridge Court,,5,1.0
2450,8920876,Excelsior Avenue,,7,2.0
2451,8920877,Watson Avenue,,1,2.0
2452,8920879,Keyes Alley,,1,1.0
2453,8920885,Peralta Avenue,,6,2.0
2454,8920888,Peralta Avenue,,2,4.0
2455,8920889,Peralta Avenue,,1,3.0
2456,8920891,Peralta Avenue,,1,1.0
2457,8920892,Peralta Avenue,,1,1.0
2458,8920895,Peralta Avenue,,3,4.0
2459,8920896,Peralta Avenue,,3,4.0
2460,8920900,Peralta Avenue,,1,4.0
2461,8920903,20th Street,,2,2.0
2462,8920905,20th Street,,6,3.0
2463,8920908,20th Street,,18,4.0
2464,8920909,20th Street,,4,2.0
2465,8920913,Battery Blaney Road,,12,1.0
2466,8920914,Barneveld Avenue,,4,2.0
2467,8920918,Barneveld Avenue,,2,4.0
2468,8920920,Barneveld Avenue,,16,3.0
2469,8920921,Tingley Street,,7,2.0
2470,8920925,Hemlock Street,,2,2.0
2471,8920927,Peninsula Avenue,,3,2.0
2472,8920929,Wagner Alley,,1,2.0
2473,8920931,Las Villas Court,,11,2.0
2474,8920933,Mayflower Street,,1,1.0
2475,8920934,Falmouth Street,,1,2.0
2476,8920936,Boardman Place,,2,2.0
2477,8920937,San Rafael Way,,4,2.0
2478,8920940,Burke Avenue,,7,2.0
2479,8920941,Bertita Street,,1,2.0
2480,8920946,Letterman Drive,,17,3.0
2481,8920949,Crisp Road,,14,2.0
2482,8920951,Francis Street,,1,2.0
2483,8920953,Hartford Street,,3,2.0
2484,8920954,Cordelia Street,,1,2.0
2485,8920956,H Street,,9,2.0
2486,8920960,Castle Manor Avenue,,2,3.0
2487,8920966,Niantic Avenue,,9,2.0
2488,8920968,Carroll Avenue,,4,3.0
2489,8920971,Carroll Avenue,,18,3.0
2490,8920975,Leavenworth Street,,14,4.0
2491,8920976,Bengal Alley,,2,2.0
2492,8920977,Fernandez Street,,4,3.0
2493,8920980,Embarcadero North Street,,13,3.0
2494,8920981,Norfolk Street,,1,2.0
2495,8920982,Ardenwood Way,,8,2.0
2496,8920988,Butte Place,,2,1.0
2497,8920992,Dedman Court,,19,3.0
2498,8920994,Pleasant Street,,1,2.0
2499,8920996,Tacoma Street,,1,1.0
2500,8920998,Cowell Place,,1,2.0
2501,8921003,Holloway Avenue,,16,3.0
2502,8921006,Holloway Avenue,,3,3.0
2503,8921014,Noe Street,,6,4.0
2504,8921019,Delano Avenue,,10,2.0
2505,8921020,Delano Avenue,,8,2.0
2506,8921023,Raccoon Drive,,4,2.0
2507,8921026,Kinzey Street,,7,4.0
2508,8921028,Downey Street,,3,3.0
2509,8921032,Rockdale Drive,,40,2.0
2510,8921036,Schofield,,4,2.0
2511,8921038,Amity Alley,,1,2.0
2512,8921040,Cora Street,,3,3.0
2513,8921042,Fischer Avenue,,9,3.0
2514,8921045,Yukon Street,,13,3.0
2515,8921046,Yukon Street,,1,1.0
2516,8921049,San Lorenzo Way,,7,2.0
2517,8921050,Pena Street,,1,2.0
2518,8921052,Mission Street,,3,4.0
2519,8921059,Mission Street,,7,5.0
2520,8921065,Mission Street,,1,2.0
2521,8921085,Mission Street,,8,6.0
2522,8921086,Mission Street,,8,5.0
2523,8921088,Lippard Avenue,,5,3.0
2524,8921090,Armstrong Avenue,,1,2.0
2525,8921091,Gloria Court,,5,2.0
2526,8921093,Presidio Boulevard,,3,4.0
2527,8921097,Torrens Court,,1,1.0
2528,8921100,Sweeny Street,,17,2.0
2529,8921101,Meadowbrook Drive,,2,2.0
2530,8921102,Crespi Drive,,5,4.0
2531,8921110,Harlan Place,,4,2.0
2532,8921112,Marston Avenue,,2,3.0
2533,8921114,Cleary Court,,4,2.0
2534,8921115,Thornburg Road,,3,2.0
2535,8921116,Cook Street,,1,4.0
2536,8921118,12th Street,,4,4.0
2537,8921121,12th Street,,7,2.0
2538,8921122,12th Street,,1,3.0
2539,8921125,Bright Street,,1,1.0
2540,8921128,Foerster Street,,3,4.0
2541,8921130,Culebra Terrace,,1,1.0
2542,8921132,Culebra Terrace,,3,2.0
2543,8921134,Karen Court,,4,2.0
2544,8921135,Newell Street,,1,1.0
2545,8921136,Vienna Street,,3,2.0
2546,8921138,8th Street,,1,2.0
2547,8921139,8th Street,,1,2.0
2548,8921141,8th Street,,2,4.0
2549,8921143,8th Street,,4,4.0
2550,8921145,Everglade Drive,,6,3.0
2551,8921147,Glendale Street,,2,2.0
2552,8921164,Lombard Street,,3,4.0
2553,8921165,Upton Street,,1,2.0
2554,8921167,Esmeralda Avenue,,7,3.0
2555,8921171,Esmeralda Avenue,,1,3.0
2556,8921173,Broadway Street,,4,5.0
2557,8921178,Marview Way,,3,3.0
2558,8921180,35th Avenue,,6,2.0
2559,8921182,35th Avenue,,16,4.0
2560,8921185,Ashbury Street,,3,2.0
2561,8921189,14th Avenue,,1,2.0
2562,8921196,14th Avenue,,6,3.0
2563,8921197,14th Avenue,,5,3.0
2564,8921201,14th Avenue,,10,3.0
2565,8921203,14th Avenue,,1,3.0
2566,8921206,Armory Road,,7,2.0
2567,8921207,Eaton Place,,1,2.0
2568,8921209,Forest View Drive,,3,2.0
2569,8921220,Fillmore Street,,1,4.0
2570,8921221,Fillmore Street,,2,3.0
2571,8921223,San Ramon Way,,10,3.0
2572,8921225,Carnelian Way,,4,2.0
2573,8921230,Yorba Lane,,1,2.0
2574,8921232,Bronte Street,,3,2.0
2575,8921236,Jefferson Street,,3,2.0
2576,8921237,Jefferson Street,,2,2.0
2577,8921239,Julius Street,,1,1.0
2578,8921247,Harney Way,,8,2.0
2579,8921248,Alta Vista Terrace,,1,1.0
2580,8921252,Nottingham Place,,1,2.0
2581,8921255,Jones Street,,1,4.0
2582,8921257,Capp Street,,2,2.0
2583,8921261,Paraiso Place,,1,2.0
2584,8921262,Forest Side Avenue,,3,4.0
2585,8921264,Shotwell Street,,21,2.0
2586,8921265,Shotwell Street,,6,2.0
2587,8921267,Lori Lane,,1,1.0
2588,8921268,Rossi Avenue,,2,2.0
2589,8921272,Avenue B,,1,2.0
2590,8921273,Avenue B,,21,3.0
2591,8921274,Carver Street,,2,2.0
2592,8921279,Crestline Drive,,18,3.0
2593,8921281,Apparel Way,,3,2.0
2594,8921284,Science Circle,,25,2.0
2595,8921285,Avenue C,,3,2.0
2596,8921288,Avenue D,,11,2.0
2597,8921290,Landers Street,,1,2.0
2598,8921291,Perine Place,,1,2.0
2599,8921294,Felton Street,,20,3.0
2600,8921297,Converse Street,,1,1.0
2601,8921299,Avenue E,,4,2.0
2602,8921300,Bob Kaufman Alley,,2,2.0
2603,8921302,Horace Street,,1,2.0
2604,8921304,Kirkwood Avenue,,7,3.0
2605,8921306,Kirkwood Avenue,,4,2.0
2606,8921309,Kirkwood Avenue,,10,3.0
2607,8921311,Hill Point Avenue,,1,2.0
2608,8921314,Avenue F,,2,2.0
2609,8921316,Alhambra Street,,7,3.0
2610,8921318,Joice Street,,5,3.0
2611,8921325,Romolo Place,,1,2.0
2612,8921327,San Fernando Way,,5,3.0
2613,8921328,Greenview Court,,1,1.0
2614,8921329,Hollister Avenue,,12,2.0
2615,8921330,Parsons Street,,1,2.0
2616,8921331,Avenue H,,20,3.0
2617,8921334,Vista Lane,,2,2.0
2618,8921335,Fallon Place,,1,2.0
2619,8921336,Emma Street,,1,2.0
2620,8921337,Mount Lane,,1,2.0
2621,8921338,Avenue I,,7,2.0
2622,8921339,Avenue I,,3,2.0
2623,8921340,Ottawa Avenue,,10,2.0
2624,8921349,Brentwood Avenue,,73,2.0
2625,8921350,Peru Avenue,,5,3.0
2626,8921351,Ina Court,,5,1.0
2627,8921352,Alder Street,,1,2.0
2628,8921353,Santa Ysabel Avenue,,7,2.0
2629,8921354,45th Avenue,,19,2.0
2630,8921355,45th Avenue,,4,4.0
2631,8921357,Randall Street,,3,4.0
2632,8921358,Esquina Drive,,1,2.0
2633,8921360,Mesa Avenue,,1,3.0
2634,8921361,Castle Street,,3,2.0
2635,8921364,Nob Hill Place,,1,1.0
2636,8921365,Newton Street,,3,2.0
2637,8921368,Addison Street,,31,3.0
2638,8921371,Verdi Place,,1,1.0
2639,8921372,Avenue M,,19,3.0
2640,8921413,Market Street,,15,4.0
2641,8921487,Lindbergh Street,,4,1.0
2642,8921489,Market Street,,2,2.0
2643,8921503,Avalon Avenue,,12,3.0
2644,8921504,Avalon Avenue,,4,2.0
2645,8921506,Hulbert Alley,,1,2.0
2646,8921508,Lathrop Avenue,,8,2.0
2647,8921519,Eastwood Drive,,41,2.0
2648,8921523,Chilton Avenue,,1,2.0
2649,8921527,Belles Street,,9,4.0
2650,8921530,Avenue N,,11,2.0
2651,8921551,Barnard Avenue,,13,3.0
2652,8921553,Deming Street,,2,2.0
2653,8921556,Ringold Street,,2,2.0
2654,8921559,11th Avenue,,9,2.0
2655,8921562,11th Avenue,,12,2.0
2656,8921564,Saint Louis Alley,,1,2.0
2657,8921579,Bayview Circle,,34,2.0
2658,8921581,Bowley Court,,3,1.0
2659,8921583,Moore Lane,,1,1.0
2660,8921586,Arlington Street,,12,2.0
2661,8921588,Arlington Street,,5,2.0
2662,8921589,Mason Court,,1,1.0
2663,8921594,Bitting Avenue,,3,2.0
2664,8921595,Ford Street,,1,2.0
2665,8921596,Brown Street,,14,3.0
2666,8921597,Iris Avenue,,3,2.0
2667,8921598,Sagamore Street,,3,3.0
2668,8921599,Sagamore Street,3,3,4.0
2669,8921601,Ecker Street,,3,2.0
2670,8921602,Concourse Drive,,4,3.0
2671,8921605,Varney Place,,1,2.0
2672,8921606,Kimball Place,,3,2.0
2673,8921609,Stone Street,,5,2.0
2674,8921610,Danton Street,,1,2.0
2675,8921611,Mesa Street,,1,2.0
2676,8921612,Mesa Street,,1,3.0
2677,8921613,Salinas Avenue,,2,3.0
2678,8921615,Blackstone Court,,1,1.0
2679,8921616,Patton Court,,2,2.0
2680,8921618,Patton Court,,16,2.0
2681,8921620,Samoset Street,,4,3.0
2682,8921626,Morris Street,,2,2.0
2683,8921627,Milton Street,,2,2.0
2684,8921629,Alemany Boulevard,,41,2.0
2685,8921630,Vine Terrace,,1,1.0
2686,8921631,Powers Avenue,,2,2.0
2687,8921632,University Street,,8,3.0
2688,8921633,Turk Boulevard,,9,4.0
2689,8921634,Turk Boulevard,,12,3.0
2690,8921636,Santa Monica Way,,17,3.0
2691,8921638,Muir Loop,,4,2.0
2692,8921640,Fortuna Avenue,,4,2.0
2693,8921642,15th Street,,1,2.0
2694,8921643,15th Street,,2,2.0
2695,8921644,15th Street,,11,4.0
2696,8921645,15th Street,,3,3.0
2697,8921647,Wedemeyer Street,,5,2.0
2698,8921648,Soule Lane,,4,1.0
2699,8921649,Lapidge Street,,1,2.0
2700,8921650,Riverton Drive,,3,2.0
2701,8921653,Myrtle Street,,1,2.0
2702,8921655,Myrtle Street,,2,2.0
2703,8921657,Gates Street,,5,2.0
2704,8921658,Gates Street,,4,3.0
2705,8921659,Custer Avenue,,3,2.0
2706,8921662,Mono Street,,2,3.0
2707,8921663,Nimitz Drive,,8,2.0
2708,8921676,Sonora Lane,,1,2.0
2709,8921686,Wisser Court,,8,5.0
2710,8921689,Loyola Terrace,,1,1.0
2711,8921691,Armistead Road,,6,3.0
2712,8921697,Armistead Road,,4,3.0
2713,8921700,Malvina Place,,1,1.0
2714,8921701,Atalaya Terrace,,1,2.0
2715,8921702,Reddy Street,,1,2.0
2716,8921703,Elmhurst Drive,,10,3.0
2717,8921705,Bancroft Avenue,,3,2.0
2718,8921707,Bancroft Avenue,,4,2.0
2719,8921709,Bancroft Avenue,,2,2.0
2720,8921724,Duncan Street,,5,3.0
2721,8921727,Swiss Avenue,,9,2.0
2722,8921729,Austin Street,,1,2.0
2723,8921730,Austin Street,,2,2.0
2724,8921732,Kittredge Terrace,,2,2.0
2725,8921734,Carmel Street,,2,4.0
2726,8921741,Overlook Drive,,18,2.0
2727,8921743,Balhi Court,,1,2.0
2728,8921763,Mary Street,,4,2.0
2729,8921765,Yerba Buena Avenue,,18,3.0
2730,8921767,Amherst Street,,3,2.0
2731,8921768,Amherst Street,,1,2.0
2732,8921775,Locksley Avenue,,11,3.0
2733,8921776,Sheridan Street,,2,2.0
2734,8921777,Brookdale Avenue,,23,3.0
2735,8921779,McCoppin Street,,4,4.0
2736,8921780,Seneca Avenue,,16,3.0
2737,8921781,Toledo Way,,6,2.0
2738,8921783,Crystal Street,,1,3.0
2739,8921787,Venard Alley,,1,2.0
2740,8921789,Taraval Street,,5,3.0
2741,8921790,Laussat Street,,1,2.0
2742,8921791,Laussat Street,,1,2.0
2743,8921792,Moraga Avenue,,2,3.0
2744,8921795,Castenada Avenue,,47,3.0
2745,8921798,Castenada Avenue,,10,1.0
2746,8921799,Mercato Court,,1,4.0
2747,8921800,Kern Street,,1,2.0
2748,8921801,Alpine Terrace,,1,2.0
2749,8921811,Washington Boulevard,,7,3.0
2750,8921814,Washington Boulevard,,3,3.0
2751,8921815,Pratt Place,,2,2.0
2752,8921820,Romain Street,,3,4.0
2753,8921822,30th Street,,4,1.0
2754,8921823,30th Street,,1,4.0
2755,8921826,Dolores Terrace,,1,2.0
2756,8921848,Clearfield Drive,,7,4.0
2757,8921849,Lafayette Street,,3,3.0
2758,8921852,Huntington Drive,,15,2.0
2759,8921854,Raleigh Avenue,,1,1.0
2760,8921855,Cleveland Street,,1,2.0
2761,8921866,Stockton Street,,3,4.0
2762,8921876,Turquoise Way,,44,2.0
2763,8921886,Rosewood Drive,,20,2.0
2764,8921890,Bessie Street,,2,2.0
2765,8921892,Rudden Avenue,,1,2.0
2766,8921893,Sea View Terrace,,5,2.0
2767,8921903,Gladstone Drive,,13,2.0
2768,8921905,Troy Alley,,1,1.0
2769,8921907,Colin P Kelly Jr Street,,1,2.0
2770,8921938,James Lick Freeway,5,1,2.0
2771,8921980,James Lick Freeway,5,5,2.0
2772,8921986,Terra Vista Avenue,,25,2.0
2773,8921989,Powhattan Avenue,,5,2.0
2774,8921999,Montecito Avenue,,26,2.0
2775,8922002,Kendall Drive,,3,2.0
2776,8922003,Kendall Drive,,1,2.0
2777,8922009,Cerritos Avenue,,20,4.0
2778,8922015,Bowling Green Drive,,17,3.0
2779,8922020,San Andreas Way,,31,2.0
2780,8922024,Davis Street,,4,2.0
2781,8922026,Davis Street,,7,5.0
2782,8922029,Rincon Street,,2,4.0
2783,8922034,Attridge Alley,,1,1.0
2784,8922041,22nd Street,,7,2.0
2785,8922045,22nd Street,,26,4.0
2786,8922049,22nd Street,,1,1.0
2787,8922052,Neptune Street,,1,2.0
2788,8922053,Wall Place,,1,1.0
2789,8922063,Silverview Drive,,5,2.0
2790,8922065,Elgin Park,,3,1.0
2791,8922070,Coventry Court,,7,2.0
2792,8922072,Dr Carlton P Goodlett Place,,3,4.0
2793,8922076,Eagle Street,,10,3.0
2794,8922083,Cresta Vista Drive,,57,2.0
2795,8922100,Pacheco Street,,3,2.0
2796,8922120,Coleridge Street,,5,2.0
2797,8922122,Pink Alley,,1,1.0
2798,8922124,Fort Funston Road,,13,2.0
2799,8922127,Fort Funston Road,,16,2.0
2800,8922130,Colby Street,,2,2.0
2801,8922131,Colby Street,,1,2.0
2802,8922133,Colby Street,,1,2.0
2803,8922136,Colby Street,,2,2.0
2804,8922141,Pacific Avenue,,2,2.0
2805,8922151,Pacific Avenue,,14,2.0
2806,8922155,Palm Avenue,,3,4.0
2807,8922157,Adair Street,,1,2.0
2808,8922158,Linden Street,,6,2.0
2809,8922160,Josepha Avenue,,2,2.0
2810,8922164,Turk Street,,15,3.0
2811,8922170,Sumner Street,,1,2.0
2812,8922190,Sumner Street,,23,2.0
2813,8922196,Amber Drive,,53,2.0
2814,8922198,Nibbi Court,,3,1.0
2815,8922209,Bayview Park Road,,25,2.0
2816,8922218,Putnam Street,,4,4.0
2817,8922220,Sola Avenue,,1,2.0
2818,8922222,Moneta Way,,4,2.0
2819,8922223,Moneta Way,,1,3.0
2820,8922226,Hotaling Street,,1,2.0
2821,8922227,Merchant Street,,1,3.0
2822,8922229,Merchant Street,,1,2.0
2823,8922234,The Embarcadero,,27,3.0
2824,8922243,The Embarcadero,,5,5.0
2825,8922263,The Embarcadero,,12,3.0
2826,8922271,The Embarcadero,,8,3.0
2827,8922283,The Embarcadero,,5,4.0
2828,8922291,Clara Street,,3,2.0
2829,8922293,Ames Street,,1,3.0
2830,8922294,Gaven Street,,9,2.0
2831,8922300,Northwood Drive,,37,3.0
2832,8922303,Isola Way,,1,2.0
2833,8922305,High Street,,2,2.0
2834,8922307,Fremont Street,,2,4.0
2835,8922309,Balance Street,,1,2.0
2836,8922321,Battery Caulfield Road,,25,2.0
2837,8922325,Santa Ynez Avenue,,6,2.0
2838,8922327,Opera Alley,,1,2.0
2839,8922329,Crestwell Walk,,1,1.0
2840,8922333,Fair Avenue,,2,2.0
2841,8922340,Beaver Street,,5,3.0
2842,8922342,Colusa Place,,1,2.0
2843,8922347,Linares Avenue,,2,3.0
2844,8922350,Meacham Place,,2,2.0
2845,8922352,Eddy Street,,20,3.0
2846,8922353,Hays Street,,1,2.0
2847,8922355,Brumiss Terrace,,1,1.0
2848,8922357,Shafter Avenue,,2,3.0
2849,8922360,Birchwood Court,,3,1.0
2850,8922363,Lettuce Lane,,1,2.0
2851,8922364,White Street,,1,1.0
2852,8922366,Treat Lane,,2,1.0
2853,8922367,West View Avenue,,1,1.0
2854,8922372,Chain of Lakes Drive West,,21,3.0
2855,8922375,Beulah Street,,2,2.0
2856,8922380,Robinson Drive,,3,2.0
2857,8922382,Robinson Drive,,5,3.0
2858,8922384,Hermann Street,,2,4.0
2859,8922388,Gateview Avenue,,27,3.0
2860,8922394,Charter Oak Avenue,,2,2.0
2861,8922396,Dale Place,,1,2.0
2862,8922399,Perego Terrace,,4,1.0
2863,8922429,Lombard Street,3,4,4.0
2864,8922446,Van Ness Avenue,3,11,4.0
2865,8922495,Marina Boulevard,2,7,4.0
2866,8922560,Washington Street,,8,4.0
2867,8922564,Washington Street,,13,3.0
2868,8922580,Kearny Street,,12,5.0
2869,8922586,Loomis Street,,9,4.0
2870,8922592,15th Avenue,,5,2.0
2871,8922597,15th Avenue,,19,3.0
2872,8922602,15th Avenue,,17,3.0
2873,8922604,15th Avenue,,11,4.0
2874,8922606,15th Avenue,,3,2.0
2875,8922609,15th Avenue,,1,2.0
2876,8922610,Capra Way,,3,2.0
2877,8922619,36th Avenue,,2,3.0
2878,8922624,Burgoyne Street,,1,2.0
2879,8922626,Wool Street,,2,2.0
2880,8922630,San Benito Way,,2,4.0
2881,8922638,Santa Clara Avenue,,1,5.0
2882,8922640,Columbus Avenue,,4,4.0
2883,8922644,Rutledge Street,,6,2.0
2884,8922645,Rutledge Street,,3,3.0
2885,8922648,Gambier Street,,4,2.0
2886,8922649,Murray Street,,1,4.0
2887,8922655,Murray Street,,24,2.0
2888,8922663,Incinerator Road,,7,2.0
2889,8922665,August Alley,,1,2.0
2890,8922668,Kalmanovitz,,7,2.0
2891,8922680,Nevada Street,,7,3.0
2892,8922683,Nevada Street,,1,2.0
2893,8922685,Gorham Street,,2,2.0
2894,8922697,Ashbury Terrace,,31,2.0
2895,8922700,Baywood Court,,1,2.0
2896,8922703,Bertha Lane,,8,2.0
2897,8922707,Napoleon Street,,4,3.0
2898,8922711,Jason Court,,1,1.0
2899,8922715,Linda Street,,3,3.0
2900,8922727,Lundys Lane,,1,1.0
2901,8922728,Lundys Lane,,2,3.0
2902,8922740,Valletta Court,,35,4.0
2903,8922743,Lopez Avenue,,8,3.0
2904,8922748,Cecilia Avenue,,4,3.0
2905,8922752,French Court,,4,2.0
2906,8922760,8th Avenue,,10,3.0
2907,8922765,8th Avenue,,2,2.0
2908,8922769,8th Avenue,,8,3.0
2909,8922771,Sutro Heights Avenue,,4,2.0
2910,8922779,Rockridge Drive,,15,3.0
2911,8922782,Hollis Street,,1,3.0
2912,8922791,Reardon Road,,6,1.0
2913,8922810,Baltimore Way,,9,2.0
2914,8922811,Public Park,,6,2.0
2915,8922813,Elliot Street,,3,2.0
2916,8922817,Auto Drive,,5,2.0
2917,8922823,Mayfair Drive,,7,3.0
2918,8922840,Persia Avenue,,3,3.0
2919,8922845,Elmwood Way,,10,3.0
2920,8922857,Pope Street,,1,2.0
2921,8922858,Mabini Street,,2,2.0
2922,8922860,Bemis Street,,12,3.0
2923,8922861,Hancock Street,,2,2.0
2924,8922863,South Hill Boulevard,,7,2.0
2925,8922864,Cohen Place,,1,2.0
