country,year,y1,y2,x1,x2,e
United Kingdom,1999,77.3,77.5,1624.955,1734.712,0
United Kingdom,2000,77.5,77.9,1734.712,1827.501,0
United Kingdom,2001,77.9,78.2,1827.501,1925.489,0
United Kingdom,2002,78.2,78.3,1925.489,2046.556,0
United Kingdom,2003,78.3,78.3,2046.556,2152.435,0
United Kingdom,2004,78.3,79,2152.435,2269.55,0
United Kingdom,2005,79,79.2,2269.55,2409.405,0
United Kingdom,2006,79.2,79.5,2409.405,2532.637,0
United Kingdom,2007,79.5,79.7,2532.637,2567.125,0
United Kingdom,2008,79.7,79.8,2567.125,2658.571,0
United Kingdom,2009,79.8,80.4,2658.571,2797.26,0
United States,1970,70.9,70.9,1296.187,1296.187,0
United States,1971,70.9,71.2,1296.187,1356.411,0
United States,1972,71.2,71.3,1356.411,1439.901,0
United States,1973,71.3,71.5,1439.901,1501.513,0
United States,1974,71.5,72,1501.513,1546.84,0
United States,1975,72,72.7,1546.84,1592.817,0
United States,1976,72.7,73,1592.817,1711.664,0
United States,1977,73,73.3,1711.664,1814.801,0
United States,1978,73.3,73.5,1814.801,1885.102,0
United States,1979,73.5,73.9,1885.102,1952.806,0
United States,1980,73.9,73.7,1952.806,2046.361,0
United States,1981,73.7,74.1,2046.361,2153.728,0
United States,1982,74.1,74.5,2153.728,2270.936,0
United States,1983,74.5,74.5,2270.936,2386.935,0
United States,1984,74.5,74.7,2386.935,2510.083,0
United States,1985,74.7,74.7,2510.083,2640.433,0
United States,1986,74.7,74.7,2640.433,2744.499,0
United States,1987,74.7,74.8,2744.499,2875.102,0
United States,1988,74.8,74.8,2875.102,3088.286,0
United States,1989,74.8,75.1,3088.286,3282.508,0
United States,1990,75.1,75.3,3282.508,3497.963,0
United States,1991,75.3,75.5,3497.963,3642.976,0
United States,1992,75.5,75.7,3642.976,3803.7,0
United States,1993,75.7,75.5,3803.7,3944.534,0
United States,1994,75.5,75.7,3944.534,4027.242,0
United States,1995,75.7,75.7,4027.242,4118.644,0
United States,1996,75.7,76.1,4118.644,4213.071,0
United States,1997,76.1,76.5,4213.071,4316.909,0
United States,1998,76.5,76.7,4316.909,4460.84,0
United States,1999,76.7,76.7,4460.84,4625.868,0
United States,2000,76.7,76.7,4625.868,4793.485,0
United States,2001,76.7,76.8,4793.485,5031.732,0
United States,2002,76.8,76.9,5031.732,5366.809,0
United States,2003,76.9,77,5366.809,5638.134,0
United States,2004,77,77.4,5638.134,5803.792,0
United States,2005,77.4,77.4,5803.792,5938.97,0
United States,2006,77.4,77.7,5938.97,6071.484,0
United States,2007,77.7,77.9,6071.484,6202.18,0
United States,2008,77.9,78,6202.18,6300.395,0
United States,2009,78,78.2,6300.395,6437.083,0
