id,osmid,name,lanes
3108,12430007,Hemlock Street,
3109,12437582,Buchanan Street,
3110,13566868,Memory Trail,
3111,13566872,Selby Trail,
3112,13566874,Lake Anza Trail,
3113,13566875,Lake Anza Trail,
3114,13566879,Selby Trail,
3115,13566883,Selby Trail,
3116,13730479,Bay Area Ridge Trail,
3117,13730483,Bay Area Ridge Trail,
3118,13730484,Bay Area Ridge Trail,
3119,13730485,Bay Area Ridge Trail,
3120,13730486,Bay Area Ridge Trail,
3121,13730488,Bay Area Ridge Trail,
3122,13809338,Curran Trail,
3123,16133012,Havey Canyon Trail,
3124,16137221,San Pablo Ridge Trail,
3125,16140759,Ferry Landing,
3126,16140762,Ferry Landing,
3127,16140766,Ferry Landing,
3128,16313138,Perimter Road,
3129,16314891,Ida Trail,
3130,16314892,Sunset Trail,
3131,16315554,North Ridge Trail,
3132,16854835,Rosa Parks Lane,
3133,18439358,Catamaran Street,
3134,19386424,Arollo/Arolla Path,
3135,19390438,Brookside Lane,
3136,19619549,Claremont Steps,
3137,19711958,Moraga Avenue,
3138,19780982,Glen Avenue,
3139,19860921,Joaquin Miller Road,
3140,19861963,Warren Freeway,2
3141,19863246,Redwood Road,2
3142,20091561,Sky Ride,
3143,20161650,Harrison Street,
3144,20407452,Calaveras Avenue,
3145,21178952,Round Top Loop Trail,
3146,21178969,Round Top Loop Trail,
3147,21178971,Bay Area Ridge Trail,
3148,21178974,Bay Area Ridge Trail,
3149,21178977,Huckleberry Path,
3150,21178981,Bay Area Ridge Trail,
3151,21183488,Round Top Loop Trail,
3152,21183493,Round Top Loop Trail,
3153,21183497,Volcanic Trail,
3154,21183500,Volcanic Trail,
3155,21247951,6th Street,
3156,21465899,Telegraph Avenue,
3157,21471905,Grinnell Pathway,
3158,21475258,Preservation Park Way,
3159,21484586,Grove Shafter Freeway,2
3160,21484931,Grove Shafter Freeway,4
3161,21496957,18th Street,
3162,21724577,Oak Street,
3163,21724677,6th Street,
3164,21726986,Nimitz Freeway,4
3165,21733626,23rd Avenue Overpass,
3166,21768439,Campanile Way,
3167,22016965,West Circle,
3168,22083352,11th Street,
3169,22167525,3rd Street,
3170,22270722,Harrison Street,
3171,22273117,8th Street,
3172,22273144,East Campus Drive,
3173,22277723,Milvia Street,
3174,22278225,Fulton Street,
3175,22323434,Del Monte Avenue,
3176,22323440,Elmwood Avenue,
3177,22370934,Sacramento Street,
3178,22370935,Sacramento Street,
3179,22370937,Sacramento Street,
3180,22370938,Buena Avenue,
3181,22370939,Sacramento Street,
3182,22370940,Ohlone Greenway,
3183,22372230,Coliseum Way,
3184,22372566,7th Street,
3185,22372568,University Avenue,1
3186,22372572,University Avenue,2
3187,22372573,University Avenue,2
3188,22372579,University Avenue,2
3189,22372594,University Avenue,
3190,22372595,University Avenue,
3191,22372616,Ohlone Greenway,
3192,22374744,Sacramento Street,
3193,22374844,Buchanan Avenue,
3194,22375083,Martin Luther King Jr Way,
3195,22375240,Central Avenue,
3196,22375686,Eastshore Freeway,4
3197,22375687,Eastshore Freeway,4
3198,22560664,73rd Avenue,
3199,22561689,Airport Drive,
3200,22563572,Ron Cowan Parkway,
3201,22563644,Doolittle Drive,
3202,22563657,Airport Access Road,
3203,22587871,98th Avenue,
3204,22597732,Beecher Street,
3205,22598400,Davis Street,
3206,22616626,Marina Boulevard,
3207,22648518,170th Avenue,
3208,22649328,Castro Valley Boulevard,
3209,22649632,Strobridge Avenue,
3210,22649666,John Drive,
3211,22649679,Foothill Boulevard,
3212,22649846,MacArthur Boulevard,
3213,22649949,Channing Way,
3214,22662883,Park Boulevard,
3215,22699715,Brunswig Lane,
3216,22718353,San Pablo Avenue,2
3217,22718354,San Pablo Avenue,5
3218,22719498,Eastshore Freeway,4
3219,22719499,Eastshore Freeway,4
3220,22719502,Eastshore Freeway,4
3221,22719503,Eastshore Freeway,4
3222,22719510,Eastshore Freeway,4
3223,22719511,Eastshore Freeway,4
3224,22719512,Eastshore Freeway,4
3225,22719513,Eastshore Freeway,4
3226,22721186,Serramar Drive,
3227,22729997,Eastshore Freeway,4
3228,22729998,Eastshore Freeway,4
3229,22749827,Snake Road,
3230,22768823,Ridgeview Path,
3231,22768930,Cross Road,
3232,22786059,Sonia Street,
3233,22811153,Lexford Road,
3234,22811269,Hunteigh Road,
3235,22819330,Inverleith Terrace,
3236,22893946,Bishop Court,
3237,22916629,Shepherd Canyon Trail,
3238,22916655,Shepherd Canyon Trail,
3239,22942314,Harrison Street,2
3240,22942315,Harrison Street,
3241,22942316,Lakeside Drive,
3242,22942319,Thomas L. Berkley Way,
3243,22979166,Jean Street,
3244,23011191,San Francisco Bay Trail,
3245,23051816,McKinley Avenue,
3246,23051821,Capital Street,
3247,23072698,14th Avenue,
3248,23073277,Lakeshore Court,
3249,23073833,South 7th Street,
3250,23088092,Glendale Path,
3251,23113537,Courtland Avenue,
3252,23113539,42nd Avenue,
3253,23114595,City Hall Lane,
3254,23142588,Foothill Boulevard,
3255,23142630,73rd Avenue,
3256,23146282,Siesta Lane,
3257,23146319,Vista Court,
3258,23146336,Savannah Court,
3259,23146339,Palmera Court,
3260,23146349,Palm Villa Court,
3261,23146357,Casa Court,
3262,23146553,Bancroft Way,
3263,23157849,Lombard Street,
3264,23226850,Tucker Street,
3265,23226855,Packard Street,
3266,23226862,Chandler Street,
3267,23226870,Moonlight Court,
3268,23226872,Star Court,
3269,23226895,Stonemason Court,
3270,23226896,Peerless Court,
3271,23226937,Rugby Court,
3272,23226946,Eagle Court,
3273,23226956,Flint Court,
3274,23226968,Prince Royal Court,
3275,23227043,Breed Avenue,
3276,23227050,Breed Avenue,
3277,23250817,Napoleon Drive,
3278,23250819,Buriat Street,
3279,23250821,Jubilee Lane,
3280,23250824,Matoza Lane,
3281,23250830,Accolade Drive,
3282,23250834,Teola Court,
3283,23250846,Bloom Street,
3284,23250849,Bixco Street,
3285,23250851,Biltmore Street,
3286,23250852,Callaway Street,
3287,23250853,Tivoli Street,
3288,23250856,Raineer Court,
3289,23309218,North Amphlett Boulevard,
3290,23309220,North Amphlett Boulevard,
3291,23335521,Sea Cloud Drive,
3292,23361672,North Field Road,
3293,23361851,West Field Road,
3294,23365899,West Hill Lane,
3295,23365906,Huckleberry Court,
3296,23376637,Crescent Way,
3297,23376727,Crescent Way,
3298,23379727,Timberhill Street,
3299,23379738,Alisal Court,
3300,23379747,Timberhill Court,
3301,23379756,Lone Mountain Court,
3302,23390462,Serra Lane,
3303,23390677,Miltonia Drive,
3304,23390697,Hibiscus Drive,
3305,23427033,Edgewater Drive,
3306,23488846,87th Avenue,
3307,23540341,Pine Top Road,
3308,23591806,23rd Ave Ovps,
3309,23592289,8th Street,
3310,23592824,7th Street,
3311,23592841,8th Street,
3312,23592843,14th Avenue,
3313,23592860,8th Street,
3314,23605184,Fishing Pier,
3315,23617859,D-Dock,
3316,23617860,E-Dock,
3317,23617862,C-Dock,
3318,23617863,B-Dock,
3319,23632124,Eastshore Freeway,4
3320,23647266,35th Avenue,
3321,23647324,35th Avenue,
3322,23647632,Bridgeview Trail,
3323,23655685,El Camino Real,
3324,23659684,Park Boulevard,
3325,23659685,Leimert Boulevard,
3326,23659712,Saint James Drive,
3327,23659718,Saint James Drive,
3328,23691487,Templar Place,
3329,23691515,Moraga Avenue,
3330,23700123,Columbia Circle,
3331,23718192,San Francisco International Airport,
3332,23718915,Bridge Parkway,
3333,23722318,Caldecott Lane,
3334,23722323,Caldecott Lane,
3335,23722334,Caldecott Lane,
3336,23727601,Bayshore Freeway,4
3337,23727642,J Arthur Younger Freeway,3
3338,23730207,Eden Landing Road,
3339,23730599,Caldecott Lane,
3340,23730604,Caldecott Lane,
3341,23744171,Glenn Way,
3342,23744619,Carole Court,
3343,23744641,Avelar Street,
3344,23744748,Shorebreeze Court,
3345,23744749,Shorebreeze Court,
3346,23744926,Tate Street,
3347,23744929,Oakes Street,
3348,23744931,Baines Street,
3349,23744936,Tinsley Street,
3350,23744943,Wilks Street,
3351,23744949,Gates Street,
3352,23744950,McNair Street,
3353,23744960,Mouton Circle,
3354,23747040,J Arthur Younger Freeway,3
3355,23750452,2nd Street,
3356,23750961,J Hart Clinton Drive,
3357,23780703,Brotherhood Way,2
3358,23780704,Brotherhood Way,2
3359,23780705,Brotherhood Way,
3360,23783919,South Fourty Dock,
3361,23783924,Liberty Dock,
3362,23783929,Main Dock,
3363,23798318,Medical Center Way,
3364,23825731,Skyline Boulevard,2
3365,23825837,Great Highway,
3366,23837509,El Camino Real,
3367,23840002,Skyline Boulevard,2
3368,23848402,Masonic Avenue,
3369,23848403,Wood Street,
3370,23848406,Geary Boulevard,
3371,23848418,Geary Boulevard,
3372,23848469,Geary Boulevard,
3373,23858992,Wooster Avenue,
3374,23861716,Clinton Park,
3375,23862709,Caledonia Street,
3376,23866015,Polk Street,
3377,23866672,Coastal Trail,
3378,23871010,19th Street,
3379,23873638,Monterey Boulevard,
3380,23873716,19th Avenue,3
3381,23873792,University Avenue,2
3382,23873794,University Avenue,2
3383,23873979,Geary Boulevard,
3384,23874038,Geary Boulevard,
3385,23874476,Richardson Avenue,3
3386,23874505,Lake Anza Trail,
3387,23874708,Grizzly Peak Boulevard,
3388,23874736,San Francisco – Oakland Bay Bridge,5
3389,23875517,San Jose Avenue,2
3390,23875567,Bosworth Street,
3391,23875570,Monterey Boulevard,
3392,23875722,Colusa Avenue,
3393,23876295,28th Street,
3394,23876482,Lombard Street,3
3395,23876853,Great Highway,
3396,23878997,South Van Ness Avenue,
3397,23879354,Junipero Serra Boulevard,
3398,23879367,Ocean Avenue,
3399,23880800,Fillmore Street,
3400,23880801,Fillmore Street,
3401,23880808,Geary Boulevard,
3402,23880810,Geary Boulevard,
3403,23880864,Geary Boulevard,
3404,23880875,Geary Boulevard,
3405,23880910,Masonic Avenue,
3406,23881019,Divisadero Street,
3407,23883360,Pennsylvania Avenue,
3408,23883361,Hooper Street,1
3409,23883362,Irwin Street,
3410,23883364,Hubbell Street,
3411,23883760,Berry Street,
3412,23883761,King Street,
3413,23884749,Potrero Avenue,
3414,23884971,19th Avenue,
3415,23887130,Geary Boulevard,
3416,23887507,Geary Boulevard,
3417,23887553,Geary Boulevard,
3418,23891962,Hudson Avenue,
3419,23892527,Junipero Serra Boulevard,
3420,23893158,Geary Boulevard,
3421,23917975,Path to San Francisquito Creek Baylands Trail,
3422,23917994,San Francisquito Creek Bridge,
3423,23918344,Live Oak Way,
3424,23918345,Live Oak Way,
3425,23918676,Sherborne Drive,
3426,23921140,Maloney Lane,
3427,23924467,Hill Drive,
3428,23924508,Lombard Street,
3429,23924509,Kearny Street,
3430,23924510,Montgomery Street,
3431,23924511,Greenwich Street,
3432,23924536,Chestnut Street,
3433,23924691,Darnby Drive,
3434,23924791,Wilton Drive,
3435,23924987,Font Boulevard,
3436,23925246,Southern Embarcadero Freeway,2
3437,23925278,Still Street,
3438,23925325,Bayshore Boulevard,
3439,23925587,Great Highway,2
3440,23946929,Rotteck Street,
3441,23946930,Rousseau Street,
3442,23947340,J Hart Clinton Drive,
3443,23947341,J Hart Clinton Drive,
3444,23947342,J Hart Clinton Drive,
3445,23947344,J Hart Clinton Drive,
3446,23959798,19th Avenue,3
3447,23959804,Lake Merced Boulevard,
3448,23959829,Mission Street,
3449,23959863,3rd Street,
3450,23960292,Executive Park Boulevard,
3451,23968587,Cesar Chavez Street,
3452,23968622,Cesar Chavez Street,
3453,23969672,La Salle Avenue,
3454,23969673,La Salle Avenue,
3455,23969674,Newcomb Avenue,
3456,23969768,Thomas Mellon Circle,
3457,23990254,Sunset Trail,
3458,23990305,Sunset Trail,
3459,23991114,Van Ness Avenue,3
3460,24000739,Vista Point,
3461,24003428,Vista Point,
3462,24006323,Daffodil Lane,
3463,24006804,Bernal Heights Boulevard,
3464,24006812,Pope Street,
3465,24007122,John Muir Drive,
3466,24007132,Sloat Boulevard,
3467,24007947,Van Ness Avenue,
3468,24007958,Lombard Street,
3469,24013006,Cinderella Trail,
3470,24013069,Chaparral Trail,
3471,24016171,El Rancho Drive,
3472,24021683,Portola Drive,
3473,24021684,San Lorenzo Way,
3474,24024930,Soda Entrance,
3475,24028184,7th Street,
3476,24052919,Madera Court,
3477,24052953,Terrabella Place,
3478,24054274,Berryman Reservoir,
3479,24054676,Bayshore Freeway,4
3480,24054683,Campus Drive,
3481,24099153,Bay Farm Island Bicycle Bridge,
3482,24099178,Bay Farm Island Bridge,
3483,24138759,Potrero Avenue,
3484,24138763,Potrero Avenue,
3485,24149148,Via Rialto,
3486,24159183,Leona Drive,
3487,24159184,Boulder Avenue,
3488,24159192,Old Quarry Loop,
3489,24159205,Blue Rock Court,
3490,24163939,Maxwell Court,
3491,24164439,California Street,
3492,24164951,Milvia Street,
3493,24167072,Fern Creek Trail,
3494,24203847,Webster Street,
3495,24203860,Fillmore Street,
3496,24203908,Junipero Serra Freeway,4
3497,24203909,Junipero Serra Freeway,4
3498,24203926,Junipero Serra Freeway,4
3499,24203927,Junipero Serra Freeway,4
3500,24203928,Junipero Serra Freeway,4
3501,24204044,Junipero Serra Freeway,4
3502,24204049,Junipero Serra Freeway,4
3503,24204161,Skyline Boulevard,
3504,24204215,Skyline Boulevard,
3505,24204224,Skyline Boulevard,
3506,24204258,Skyline Boulevard,
3507,24204338,Saint Charles Avenue,
3508,24206457,San Pablo Avenue,
3509,24221265,West Hillsdale Boulevard,
3510,24221335,J Arthur Younger Freeway,2
3511,24221415,Gerry Mon memorial bike path,
3512,24221419,Euclid Avenue,
3513,24221422,Euclid Avenue,1
3514,24221426,Bret Harte Way,
3515,24221998,MacDonald Trail,
3516,24222267,MacDonald Trail,
3517,24224670,Ohlone Greenway,
3518,24224720,Cutting Boulevard,
3519,24224721,Cutting Boulevard,
3520,24238477,Skyline Boulevard,
3521,24238483,Skyline Boulevard,
3522,24238530,Skyline Boulevard,
3523,24245395,Pacific Avenue,
3524,24245406,Sacramento Street,
3525,24255861,Eastshore Freeway,4
3526,24255862,Eastshore Freeway,4
3527,24280117,3rd Street,
3528,24280144,3rd Street,
3529,24282186,College Loop Drive,
3530,24282230,Outlook Heights Court,
3531,24282234,Outlook Heights Drive,
3532,24282235,Pacific View Drive,
3533,24283134,El Camino Real,
3534,24290561,Sweeney Ridge Trail,
3535,24290923,Fitfield Ridge Road,
3536,24291015,Baquinao Trail,
3537,24294628,East Millbrae Avenue,
3538,24294629,East Millbrae Avenue,
3539,24295101,Fountain Circle Drive,
3540,24295576,Peralta Avenue,
3541,24297042,Key Route Boulevard,
3542,24306388,Minna Street,
3543,24310636,Howard Street,
3544,24310897,Vallejo Street Stairway,
3545,24314683,Sweeney Ridge Trail,
3546,24315069,Cutting Boulevard,
3547,24315078,Dylans Way,
3548,24315081,Contra Costa Drive,
3549,24315082,Gelston Place,
3550,24316574,Redwood Highway,4
3551,24326107,Redwood Highway,4
3552,24334516,Bowley Street,
3553,24334659,Crissy Field Avenue,
3554,24334762,East Millbrae Avenue,
3555,24334763,East Millbrae Avenue,
3556,24334799,Font Boulevard,
3557,24334980,Junipero Serra Boulevard,
3558,24334990,19th Avenue,
3559,24335193,Convention Plaza,
3560,24335220,Roosevelt Way,
3561,24335286,Masonic Avenue,
3562,24335439,11th Street,
3563,24335440,11th Street,
3564,24335441,Mission Street,
3565,24335448,Duboce Avenue,
3566,24335449,Steiner Street,
3567,24335450,Waller Street,
3568,24335451,Waller Street,
3569,24335452,Pierce Street,
3570,24335453,Pierce Street,
3571,24335454,Haight Street,
3572,24335455,Haight Street,
3573,24335456,Scott Street,
3574,24335457,Scott Street,
3575,24335458,Scott Street,
3576,24335459,Fell Street,
3577,24335460,Fell Street,
3578,24335462,Kezar Drive,
3579,24335463,John F Kennedy Drive,
3580,24335466,Point Lobos Avenue,
3581,24335467,El Camino del Mar,
3582,24335468,Clement Street,
3583,24335469,30th Avenue,
3584,24335470,30th Avenue,
3585,24335474,Arguello Boulevard,
3586,24335476,Sacramento Street,
3587,24335477,Cherry Street,
3588,24335478,Cherry Street,
3589,24335479,Clay Street,
3590,24335480,Clay Street,
3591,24335481,Webster Street,
3592,24335482,Webster Street,
3593,24335483,Pacific Avenue,
3594,24335484,Pacific Avenue,
3595,24335485,Pacific Avenue,
3596,24335486,Powell Street,
3597,24335487,Powell Street,
3598,24335489,The Embarcadero,
3599,24335490,The Embarcadero,
3600,24354462,Prospect Hill Road,
3601,24354970,Goldenrod Trail,
3602,24354977,East Road,
3603,24444476,Utah Street,
3604,24444477,25th Street,
3605,24444478,24th Street,
3606,24444482,22nd Street,
3607,24444483,San Bruno Avenue,
3608,24444484,Kamille Court,
3609,24444954,18th Street,
3610,24444958,Mariposa Street,
3611,24444959,19th Street,
3612,24446211,Point Bonita Trail,
3613,24446222,Point Bonita Trail,
3614,24446931,Hayward Avenue,
3615,24446939,Hayward Avenue,
3616,24447817,Grand Boulevard,
3617,24472350,Circle Drive,
3618,24472353,Mound Drive,
3619,24472535,South Drive,
3620,24472743,Boardwalk Court,
3621,24472744,Boardwalk Place,
3622,24487846,3rd Street,
3623,24487862,3rd Street,
3624,24487966,Lucky Street,
3625,24501590,Hiller Drive,
3626,24526157,McDowell Road SW,
3627,24526314,Coastal Trail,
3628,24526324,Coastal Trail,
3629,24526697,Rodeo Valley Trail,
3630,24528062,Tevlin Street,
3631,24528576,Golden Aster Court,
3632,24528577,Lupine Valley Court,
3633,24538918,Johnson Circle Greathouse,
3634,24539020,Wilkinson,
3635,24545454,Woods Street,
3636,24545455,Viola Street,
3637,24545456,Heritage Street,
3638,24545457,West Way,
3639,24545458,Upland Drive,
3640,24545459,Monte Vista Way,
3641,24545460,Pinnacle Street,
3642,24545969,Crescent Drive,
3643,24545970,Bay Street,
3644,24547810,San Bruno Avenue,
3645,24547812,Vermont Street,
3646,24547813,Vermont Street,
3647,24547815,Hampshire Street,
3648,24547816,Hampshire Street,
3649,24547826,York Street,
3650,24547827,Vermont Street,
3651,24547839,York Street,
3652,24547840,23rd Street,
3653,24547841,23rd Street,
3654,24548217,Arlington Avenue,
3655,24548218,Arlington Avenue,
3656,24548228,Sunset Court,
3657,24548396,Yosemite Road,
3658,24561379,Lawndale Boulevard,
3659,24569839,Edgewood Trail,
3660,24569926,Elliot Street,
3661,24587928,Veterans Blvd,
3662,24588031,West Basin Road,
3663,24588081,Powell Street,
3664,24588255,Warren Road,
3665,24603573,Octavia Boulevard,
3666,24603666,Webster Street,
3667,24603671,Buchanan Street,
3668,24603704,O&apos;Farrell Street,
3669,24604519,O&apos;Farrell Street,
3670,24604610,Funston Avenue,
3671,24604614,14th Avenue,
3672,24620194,Warring Street,
3673,24635683,Estates Drive,
3674,24655613,San Pablo Avenue,
3675,24655783,Upper Fisherman&apos;s,
3676,24656894,Kenilworth Court,
3677,24656896,Tunbridge Lane,
3678,24656898,Ardmore Path,
3679,24656899,Ardmore Path,
3680,24656900,Ardmore Path,
3681,24656901,Ardmore Path,
3682,24657332,Junipero Serra Freeway,4
3683,24657335,Junipero Serra Freeway,4
3684,24657731,Fremont Street,
3685,24670790,Michigan Street,
3686,24670791,24th Street,
3687,24678185,Terry A Francois Boulevard,
3688,24785079,Quarry Road,
3689,24785080,Rose Steps,
3690,24785085,Glendale Path,
3691,24785086,Glendale Path,
3692,24785087,El Mirador Path,
3693,24785089,Anne Brower Path,
3694,24785090,Keeler Path,
3695,24910118,Drakes Cove Road,
3696,24910119,Drakes Cove Court,
3697,25006966,Tunnel Road,
3698,25006968,Hiller Drive,
3699,25025179,Redwood Highway,4
3700,25025240,Willow Place,
3701,25025244,Aleppo Drive,
3702,25025641,Redwood Highway,4
3703,25050280,15th Street,
3704,25052347,Linda Street,
3705,25053243,Belgum Trail,
3706,25053391,Clark Boas Trail,
3707,25053588,Bonitas Gate Trail,
3708,25056854,Barneson Avenue,
3709,25106254,Old Stage Road,
3710,25169291,Valdez Street,
3711,25169303,Hamilton Steps,
3712,25169321,Perkins Way,
3713,25172141,Bay Street,
3714,25172185,Cedar Street,
3715,25172201,7th Street,
3716,25172214,Bay Street,
3717,25172217,5th Street,
3718,25172245,Cedar Street,
3719,25172247,Cedar Street,
3720,25172308,Petroleum Street,
3721,25172410,West 12th Street,
3722,25172465,West 18th Street,
3723,25172539,West 20th Street,
3724,25172668,Africa Street,
3725,25172863,Middle Harbor Road,
3726,25172924,K Street,
3727,25179271,Middle Harbor Road,
3728,25284933,Yerba Buena Lane,
3729,25291492,Esmeralda Avenue,
3730,25292067,Esmeralda Avenue,
3731,25292070,Esmeralda Avenue,
3732,25292071,Esmeralda Avenue,
3733,25292230,Duncan Street,
3734,25292244,Castro Street,
3735,25292245,Castro Street,
3736,25292332,Bessie Street,
3737,25314896,Ron Cowan Parkway,
3738,25319449,Golden Gate Promenade,
