id,osmid,name,lanes
8614,156115079,Sea horse Court,
8615,156115081,Seadrift Circle,
8616,156115084,Seadrift Lane,
8617,156115085,Shellgate Circle,
8618,156115087,Shellgate Court,
8619,156115090,Spindrift Circle,
8620,156115092,Spindrift Court,
8621,156115093,Sunset Dune Way,
8622,156115098,Tern Place,
8623,156115106,West Harder Road,
8624,156115117,West Tennyson Road,
8625,156124099,Jackson Street,5
8626,156644626,Karina Court,
8627,156644627,Karina Street,
8628,156644628,Ohlone Way,
8629,156644629,Ohlone Way,
8630,156644631,Old Fairview Avenue,
8631,156644633,Sarita Street,
8632,156644635,Levine Drive,
8633,156889092,2nd Street,
8634,156890662,East Avenue Trail,
8635,156890663,Ward Creek Road Trail,
8636,156890664,Ward Creek Road Trail,
8637,156890665,Ward Creek Road Trail,
8638,156890666,Ward Creek Road Trail,
8639,156890667,Ward Creek Road Trail,
8640,156982651,Marina Boulevard,
8641,157018876,Clayton Street,
8642,157018877,Clayton Street,
8643,157018878,Market Street,2
8644,157018885,Market Street,2
8645,157018887,Market Street,2
8646,157018892,Merritt Street,
8647,157018894,18th Street,
8648,157024420,Argent Alley,
8649,157024423,Clipper Street,
8650,157024427,Market Street,2
8651,157024431,Market Street,2
8652,157034658,Carmel Court,
8653,157034659,Carmel Court,
8654,157473683,Junipero Serra Freeway,4
8655,157473961,Junipero Serra Freeway,4
8656,157474080,Junipero Serra Freeway,4
8657,157474785,Skyline Boulevard,2
8658,157811825,East 3rd Avenue,
8659,157811826,East 3rd Avenue,
8660,157811827,J Hart Clinton Drive,
8661,157811828,J Hart Clinton Drive,
8662,157811829,J Hart Clinton Drive,
8663,157812033,Junipero Serra Freeway,4
8664,157812034,San Andreas Trail,
8665,157812095,Junipero Serra Freeway,4
8666,157812191,Skyline Boulevard,2
8667,157812260,7th Street,
8668,157965153,Jade Terrace,
8669,157965873,Chalcedony Terrace,
8670,158260253,Carlos Bee Boulevard,
8671,158260255,Carlos Bee Boulevard,
8672,158260256,East Loop Road,
8673,158260261,Hayward Boulevard,
8674,158260268,Stonebrae Country Club Drive,
8675,158260272,West Loop Road,
8676,158459041,Wildcat Gorge Trail,
8677,158459042,Wildcat Gorge Trail,
8678,158468706,Arguello Boulevard,
8679,158468707,Arguello Boulevard,
8680,158468708,Blake Street,
8681,158468709,Blake Street,
8682,158468710,Cook Street,
8683,158468711,Geary Boulevard,
8684,158468712,Geary Boulevard,
8685,158468713,Geary Boulevard,
8686,158468714,Geary Boulevard,
8687,158468715,Geary Boulevard,
8688,158468716,Geary Boulevard,
8689,158468717,Geary Boulevard,
8690,158468718,Geary Boulevard,
8691,158468719,Geary Boulevard,
8692,158468720,Geary Boulevard,
8693,158468721,Palm Avenue,
8694,158468722,Parker Avenue,
8695,158468723,Parker Avenue,
8696,158468724,Stanyan Street,
8697,158468953,Geary Boulevard,
8698,158468954,Geary Boulevard,
8699,158468955,Geary Boulevard,
8700,158468956,Geary Boulevard,
8701,158468957,Geary Boulevard,
8702,158468958,Geary Boulevard,
8703,158468959,Geary Boulevard,
8704,158468960,Geary Boulevard,
8705,158468961,Geary Boulevard,
8706,158468962,Geary Boulevard,
8707,158468963,10th Avenue,
8708,158468964,10th Avenue,
8709,158468965,2nd Avenue,
8710,158468966,2nd Avenue,
8711,158468967,5th Avenue,
8712,158468968,5th Avenue,
8713,158468969,6th Avenue,
8714,158468970,6th Avenue,
8715,158468971,9th Avenue,
8716,158468972,9th Avenue,
8717,158469883,Hayward Boulevard,
8718,158469925,Industrial Parkway,
8719,158597708,C dock,
8720,158597709,B dock,
8721,158597710,A dock,
8722,158602254,Chain of Lakes Drive East,
8723,158602255,Crossover Drive,
8724,158602257,John F Kennedy Drive,
8725,158602258,Nancy Pelosi Drive,
8726,158602259,Pompei Circle,
8727,158602262,Middle Drive West,
8728,158602263,Conservatory Drive West,
8729,158602266,Conservatory Drive East,
8730,158602267,Bernice Rogers Way,
8731,158602268,Sunset Boulevard,
8732,158602733,Stow Lake Drive,
8733,158603625,Metson Road,
8734,158603627,Marx Meadow Drive,
8735,158603629,Ggp Access Road,
8736,158606183,Montgomery Street,
8737,158606186,French Court,
8738,158615262,Nimitz Freeway,4
8739,158621667,44th Avenue,
8740,158621854,Madrone Avenue,
8741,158622997,Taraval Street,
8742,158623059,Ralston Bicycle Trail,
8743,158623066,Ralston Bike Trail,
8744,158624823,14th Avenue,
8745,158624831,West Portal Avenue,
8746,158624832,15th Avenue,
8747,158635462,Rossmoor Drive,
8748,158635466,Holloway Avenue,
8749,158804429,Geary Boulevard,
8750,158804430,Geary Boulevard,
8751,158804431,Geary Boulevard,
8752,158804432,Geary Boulevard,
8753,158804433,Geary Boulevard,
8754,158804434,Geary Boulevard,
8755,158804435,Geary Boulevard,
8756,158804437,Geary Boulevard,
8757,158804438,Geary Boulevard,
8758,158804439,Geary Boulevard,
8759,158804440,Geary Boulevard,
8760,158804443,Geary Boulevard,
8761,158804444,Geary Boulevard,
8762,158804445,Geary Boulevard,
8763,158804446,Geary Boulevard,
8764,158804447,Geary Boulevard,
8765,158804448,Geary Boulevard,
8766,158804449,Geary Boulevard,
8767,158804453,16th Avenue,
8768,158804454,16th Avenue,
8769,158804455,17th Avenue,
8770,158804456,17th Avenue,
8771,158804457,20th Avenue,
8772,158804458,20th Avenue,
8773,158804459,21st Avenue,
8774,158804460,21st Avenue,
8775,158804461,24th Avenue,
8776,158804462,24th Avenue,
8777,158804466,25th Avenue,
8778,158804468,25th Avenue,
8779,158804472,28th Avenue,
8780,158804473,28th Avenue,
8781,158804474,29th Avenue,
8782,158804475,29th Avenue,
8783,158804476,32nd Avenue,
8784,158804477,32nd Avenue,
8785,158924381,Bev Cunha County Road,
8786,159024965,Phelan Avenue,
8787,159024967,Miramar Avenue,
8788,159024971,Wildwood Way,
8789,159024972,Phelan Avenue,
8790,159024976,Judson Avenue,
8791,159024980,Judson Avenue,
8792,159024986,Miramar Avenue,
8793,159026904,Judson Avenue,
8794,159026907,Judson Avenue,
8795,159026911,Judson Avenue,
8796,159149952,Marston Avenue,
8797,159149953,Baden Street,
8798,159149961,Hearst Avenue,
8799,159149972,Hazelwood Avenue,
8800,159150002,Congo Street,
8801,159152036,Havelock Street,
8802,159153587,West Road,
8803,159154464,Geneva Avenue,
8804,159154465,Geneva Avenue,
8805,159154466,Howth Street,
8806,159156712,Niagara Avenue,
8807,159156713,Tara Street,
8808,159156714,Plymouth Avenue,
8809,159156715,Mount Vernon Avenue,
8810,159156716,Lee Avenue,
8811,159156717,Ocean Avenue,
8812,159317810,Portola Drive,
8813,159318744,Junipero Serra Boulevard,
8814,159318746,Portola Drive,
8815,159318747,Sloat Boulevard,
8816,159318755,Sloat Boulevard,
8817,159393760,Ivy Drive,
8818,159766611,Geneva Avenue,
8819,159778999,San Jose Avenue,
8820,159783444,Broad Street,
8821,159783445,San Jose Avenue,
8822,159791114,San Jose Avenue,
8823,159831985,Halleck Street,
8824,160268082,Church Street,
8825,160277071,Marston Avenue,
8826,160277075,West Road,
8827,160277078,West Road,
8828,160283799,Redwood Creek Crossing,
8829,160287542,Judah Street,
8830,160305457,Market Street,
8831,160306658,17th Street,
8832,160313263,4th Street,
8833,160313264,4th Street,
8834,160325571,Market Street,
8835,160325575,Steuart Street,
8836,160325578,Market Street,
8837,160325579,Market Street,
8838,160695880,Chabot-To-Garin Regional Trail,
8839,160695881,Chabot-To-Garin Regional Trail,
8840,160695882,Deer Canyon Trail,
8841,160695883,Newt Pond Trail,
8842,160695884,Sandstone Trail,
8843,160695885,Sandstone Trail,
8844,160695886,Shady Canyon Trail,
8845,160695896,Canyon Court,
8846,160842753,3rd Street,
8847,161493574,Presidio Parkway,2/3
8848,161544314,Marina Boulevard,
8849,161620568,Yerba Buena Avenue,
8850,161620570,Yerba Buena Avenue,
8851,161625023,Monterey Boulevard,
8852,161625024,Colon Avenue,
8853,161631001,Palace Drive,
8854,161631002,Palace Drive,
8855,161664924,Presidio Parkway,3
8856,161664926,Presidio Parkway,2/3
8857,161707029,Bison Paddock,
8858,162157460,TCC Trail,
8859,162324913,Lincoln Boulevard,
8860,162324914,Washington Boulevard,
8861,162324915,Wyman Avenue,
8862,162324916,Herb Caen Way...,
8863,162324921,Herb Caen Way...,
8864,162324927,17th Street,
8865,162324928,17th Street,
8866,162470926,40th Avenue,
8867,162799061,Fulton Street,
8868,162799062,36th Avenue,
8869,162799067,Turk Boulevard,
8870,162799068,Martin Luther King Drive,
8871,162799074,37th Avenue,
8872,162802658,Sunset Boulevard,
8873,162812823,Valencia Street,
8874,162812824,Guerrero Street,
8875,162812825,Guerrero Street,
8876,162918768,Market Street,
8877,162918770,Market Street,
8878,162925357,7th Street,4
8879,162925358,Market Street,
8880,162925359,Market Street,
8881,162931668,Twin Peaks Boulevard,
8882,162931669,West Portal Avenue,
8883,162931670,West Portal Avenue,
8884,162931808,8th Street,
8885,162931809,Castro Street,
8886,162931810,9th Street,
8887,162931811,5th Street,
8888,162931971,Webster Street,
8889,162931993,Union Street,
8890,163421225,East San Bruno Avenue,
8891,163506899,Meadowcrest Drive,
8892,163537557,Pacific Avenue,
8893,163669675,Arguello Boulevard,
8894,163784093,Grant Avenue,2
8895,164658210,Ohlone Greenway,
8896,165341629,East Castro Valley Boulevard,
8897,165572789,South Airport Boulevard,
8898,165572790,North McDonnell Road,
8899,165572791,South Airport Boulevard,
8900,165572792,South Airport Boulevard,
8901,165572793,South Airport Boulevard,
8902,165572794,South Airport Boulevard,
8903,165572795,South Airport Boulevard,
8904,165572796,South Airport Boulevard,
8905,165572797,South Airport Boulevard,
8906,165572798,South Airport Boulevard,
8907,165572799,South Airport Boulevard,
8908,165572801,North McDonnell Road,
8909,165634691,LaRiviere Marsh Trail,
8910,165634692,tidelands trail,
8911,165634695,LaRiviere Marsh Trail,
8912,165634696,tidelands trail,
8913,165682404,North McDonnell Road,
8914,165682405,North McDonnell Road,
8915,165864174,Ashby Avenue,4
8916,165864178,Tunnel Road,
8917,166155090,Red Hill Trail,
8918,166303711,Lunado Court,
8919,166304349,Urbano Drive,
8920,166304405,Entrada Court,
8921,166409141,Buena Avenue,
8922,166596381,Menlo Park,
8923,166624527,Arguello Boulevard,
8924,166624528,Arguello Boulevard,
8925,166672362,Oak Avenue,
8926,166785323,Woodland Avenue,
8927,167176945,Reservoir Street,
8928,167517378,Essex Way,1
8929,167541191,Eastshore Freeway,4
8930,167541518,Cutting Boulevard,
8931,167541521,San Pablo Avenue,
8932,167698853,Bay Trail,
8933,167698854,Bay Trail,
8934,167705462,Harrison Street,
8935,167952608,Marina Boulevard,
8936,167952610,Presidio Parkway,
8937,167952613,Presidio Parkway,
8938,167952615,Presidio Parkway,
8939,167952617,Halleck Street,
8940,167952620,Presidio Parkway,
8941,167952621,Presidio Parkway,
8942,167952623,Presidio Parkway,
8943,168082819,Contra Costa Canal Trail,
8944,168082820,Contra Costa Canal Trail,
8945,168082821,Contra Costa Canal Trail,
8946,168082822,Contra Costa Canal Trail,
8947,168082824,Lafayette-Moraga Trail,
8948,168627957,San Pablo Avenue,2
8949,168627960,San Pablo Avenue,2
8950,168627965,San Pablo Avenue,2
8951,168627971,San Pablo Avenue,2
8952,168627989,7th Street,
8953,168656250,Via Lugano,1
8954,168657769,Via Lugano,1
8955,168769926,Park Street Bridge,
8956,169076203,East 28th Avenue,
8957,169076204,Baze Road,
8958,169076206,East 28th Avenue,
8959,169076207,Kyne Street West,
8960,169076211,East 28th Avenue,
8961,169076215,South Delaware Street,
8962,169078051,East 31st Avenue,
8963,169080817,East 28th Avenue,
8964,169080818,Kyne Street East,
8965,169080819,Landing Avenue,
8966,169253376,Lafayette-Moraga Trail,
8967,169253379,Mount Diablo Boulevard,
8968,169253391,Mount Diablo Boulevard,
8969,169253392,Mount Diablo Boulevard,
8970,169253393,Mount Diablo Boulevard,
8971,169253394,Mount Diablo Boulevard,
8972,169253396,Mount Diablo Boulevard,
8973,169253398,Saint Stephen&apos;s Drive,
8974,169253399,Saint Stephen&apos;s Trail,
8975,169627807,Jon Boat Court,
8976,169663155,Escalon Fire Road,
8977,169663199,Camino Alto Fire Road,
8978,169663282,Del Casa Fire Road,
8979,169760643,Coastal Trail,
8980,169760651,Tennessee Valley Trail,
8981,169760656,Tennessee Valley Trail,
8982,169760657,Wolf Ridge Trail,
8983,169772662,Vineyard Road,
8984,169788618,College Heights Drive,
8985,169793700,Yorba Street,
8986,170014259,Harvfey Warne Trail,
8987,170056361,South San Francisco Centennial Way,
8988,170150748,South San Francisco Centennial Way,
8989,170277410,Bayview Drive,
8990,170277411,Leona Drive,
8991,170277412,Leona Drive,
8992,170277413,Leona Drive,
8993,170277415,Rocky Point Court,
8994,170296984,Hill Path,
8995,170297019,Hill Path,
8996,170297326,Ridge Way,
8997,170297419,Portola Steps,
8998,170297420,Golden Steps,
8999,170297564,Hill Path,
9000,170297956,Oak Lane,
9001,170407064,Crystal Street,
9002,170407066,Crystal Street,
9003,170534249,Hinman Road,
9004,170534250,Seaport Boulevard,
9005,170681417,Windy Ridge Trail,
9006,170685232,Northside Trail,
9007,170685896,Wheeler Trail,
9008,170760118,TCC Trail,
9009,170806641,Baker Court,
9010,170806643,Brooks Street,
9011,170825717,Bob Midagh Trail,
9012,170826996,Ygnacio Canal Trail,
9013,170826997,Ygnacio Canal Trail,
9014,170834741,Park path,
9015,170834742,Park path,
9016,170834743,Park path,
9017,170834746,Redwood Creek Walk,
9018,171137662,Wilson Way Trail,
9019,171273373,Piedmont Road,
9020,171273374,Piedmont Road,
9021,171273375,Piedmont Trail,
9022,171299461,Piedmont Road,
9023,171324248,King Mountain Loop Trail,
9024,171477279,Northside Trail,
9025,171555606,Collier Spring Trail,
9026,171556257,International Trail,
9027,171556468,Arturo Trail,
9028,171556845,Mountain Top Trail,
9029,171557473,Bootjack Trail,
9030,171687716,Wheeler Street,
9031,171687717,Wheeler Street,
9032,171998378,station footpath,
9033,171998379,station footpath,
9034,171998380,station footpath,
9035,172251230,Carden Lane,
9036,172312914,Diamond View Trail,
9037,172312915,Diamond View Trail,
9038,172605094,Contra Costa Canal Trail,
9039,172605095,Contra Costa Canal Trail,
9040,172605097,Contra Costa Canal Trail,
9041,172886854,Belles Street,
9042,172886855,Hays Street,
9043,173000115,Brickyard Cove Road,
9044,173100167,Beach Avenue,
9045,173102159,Bayberry Circle,
9046,173102160,Sycamore Street,
9047,173102161,Cypress Street,
9048,173543171,Endeavor Fire Road,
9049,173543172,Ring Mountain Fire Road,
9050,173720935,Storey Avenue,
9051,173720936,Storey Avenue,
9052,174585041,Adair Way,
9053,174585042,Arundel Drive,
9054,174585043,Arundel Road,
9055,174585044,Benmore Drive,
9056,174585045,Carrick Circle,
9057,174585046,Carrick Court,
9058,174585047,Carrick Drive,
9059,174585048,Drummond Drive,
9060,174585053,Stonebrae Country Club Drive,
9061,174585054,Stonebrae Country Club Drive,
9062,174585055,Country Club Drive,
9063,174585059,Stonebrae Country Club Drive,
9064,174585060,Stonebrae Country Club Drive,
9065,174585061,Stonebrae Country Club Drive,
9066,174585062,Stonebrae Road,
9067,174592204,Arundel Place,
9068,174592205,Water Reservoir,
9069,174597657,Adair Way,
9070,174597659,Country Club Drive,
9071,174597663,TPC Stonebrae,
9072,174812519,Telegraph Hill Boulevard,
9073,174822357,Delancey Street,
9074,174999601,Statue of Mohandas Gandhi,
9075,175010375,Cupid&apos;s Span,
9076,175129396,Bryant Street,
9077,175507521,Fremont Street,
9078,175507522,Fremont Street,
9079,175507523,1st Street,4
9080,175507524,1st Street,4
9081,177009600,Lafayette-Moraga Trail,
9082,177009601,Lafayette-Moraga Trail,
9083,177009602,Lafayette-Moraga Trail,
9084,178100189,El Camino del Mar,
9085,179235221,San Francisco – Oakland Bay Bridge,5
9086,179235223,Bryant Street,
9087,179235224,Bryant Street,
9088,179235231,University Avenue,2
9089,179652759,College Avenue,
9090,179652760,College Avenue,
9091,179909901,Old Colma Bicycle Route-ca 1895,
9092,180813255,Amanda Lane,
9093,180813256,Dolores Drive,
9094,180813257,Hidden Valley Road,
9095,180816669,Happy Valley Glen Road,
9096,180816670,Nordstrom Lane,
9097,180892826,Lincoln Boulevard,
9098,181380701,Tulagi Street,
9099,181380707,Tulagi Street,
9100,181386566,Bay Trail,
9101,181387345,San Leandro Creek Trail East,
9102,181735536,Winfield Street,
9103,181736472,Winfield Street,
9104,182076317,Ocean Avenue,
9105,182465622,Peace Wall,
9106,182465623,Peace Wall,
9107,182465624,Peace Wall,
9108,182465625,Peace Wall,
9109,182668422,23rd Avenue,
9110,182668423,23rd Avenue,
9111,182760748,LaRiviere Marsh Trail,
9112,182893293,Leonato Way,
9113,182916017,Holiday Inn Express,
9114,182919173,Fairmont Heritage Place, Ghirardelli Square,
9115,183049831,Jose Court,
9116,183091826,Outlook Circle,
9117,183185421,Geoghegan Way,
9118,183198697,Alemany Boulevard,
9119,183198713,Crescent Avenue,
9120,183198746,Industrial Street,
9121,183198750,Junipero Serra Freeway,4
9122,183198770,Pennsylvania Avenue,
9123,183198771,Pennsylvania Avenue,
9124,183198772,Pennsylvania Avenue,
9125,183198781,San Bruno Avenue,1
9126,183198788,Southern Embarcadero Freeway,3
9127,183198859,18th Street,
9128,183198861,18th Street,
9129,183248278,Strobridge Avenue,
9130,183248290,Castro Street,1
9131,183248609,Nimitz Freeway,4
9132,183248610,Nimitz Freeway,4
9133,183248611,Nimitz Freeway,4
9134,183248612,Nimitz Freeway,4
9135,183343347,Grove Shafter Freeway,3
9136,183343353,Grove Shafter Freeway,3
9137,183343354,Harrison Street,3
9138,183343448,5th Street,
9139,183343449,7th Street,4
9140,183343450,7th Street,
9141,183402519,Siena Court,
9142,183402521,Maloney Court,
9143,183450091,Ohlone Greenway,
9144,183832137,Sutter Street,2
9145,183931480,Ferry Landing,
9146,184255588,Brotherhood Way,
9147,184255650,Junipero Serra Boulevard,3
9148,184255665,Sagamore Street,3
9149,184255666,San Jose Avenue,
9150,184255674,Vista Access Road,
9151,184261049,Ferry Landing,
9152,184365672,Park Boulevard,2
9153,184487449,Acalanes Road,
9154,184487451,Acalanes Road,
9155,184487466,Oak Hill Road,
9156,184501639,36th Avenue,
9157,184501643,37th Avenue,
9158,184573316,Junipero Serra Boulevard,3
9159,184573419,Skyline Boulevard,2
9160,184573420,Skyline Boulevard,2
9161,184792824,Earhart Road,
9162,184853226,El Camino Real,
9163,184956229,Grant Avenue,2
9164,184976917,Alameda de Las Pulgas,
9165,185007760,University Avenue,
9166,185020989,San Pablo Avenue,
9167,185227687,Mission Street,
9168,185227691,Duboce Avenue,
9169,185227692,13th Street,
9170,185227693,Mission Street,
9171,185227697,Mission Street,
9172,185227699,Mission Street,
9173,185382597,University Avenue,
9174,185404960,Freeman Court,
9175,185404961,Jessie Street,
9176,185579354,Shasta Walk,
9177,185579355,Laurel Lane,
9178,185583251,La Loma Path,
9179,186398833,East Grand Avenue,
9180,186398834,East Millbrae Avenue,
9181,186398845,Vermont Street,
9182,186398846,Vermont Street,
9183,186400360,Alemany Boulevard,
9184,186400363,Bayshore Boulevard,
9185,186400364,Bayshore Boulevard,
9186,186400365,Bryant Street,
9187,186400366,Bryant Street,4
9188,186400371,Potrero Avenue,
9189,186400374,Potrero Avenue,
9190,186406401,Redwood Highway,4
9191,186495935,Hayward Executive Airport,
9192,186499103,San Carlos Airport,
9193,186835856,San Jose Avenue,
9194,186835857,San Jose Avenue,
9195,186835858,San Jose Avenue,
9196,186839340,Battery Milagra Trail,
9197,186839341,Milagra Spur Trail,
9198,186839342,Milagra Ridge Trail,
9199,186839345,Battery Milagra Trail,
9200,186839679,Milagra Summit Trail,
9201,186839682,Milagra Creek Overlook Trail,
9202,187148201,Unnamed Alley,
9203,187148202,Unnamed Alley,
9204,187148203,Unnamed Alley,
9205,187148204,Unnamed Alley,1
9206,187148207,Unnamed Alley,
9207,187148208,Unnamed Alley,
9208,187148210,Unnamed Alley,1
9209,187148213,Unnamed Alley,
9210,187164246,Unnamed Alley,1
9211,187164247,Unnamed Alley,1
9212,187167698,Delaware Street,
9213,187167700,Delaware Street,
9214,187441517,Essex Way,1
9215,187441525,Carleton Street,
9216,187441530,Carleton Street,
9217,187555864,West Street,1
9218,187555866,West Street,1
9219,187789525,Greenwood Common,
9220,187869020,14th Avenue,
9221,188225894,University Avenue,2
9222,188698987,Broadway,
9223,188698988,Broadway,
9224,188698991,6th Street,
9225,188703042,Ashby Avenue,2
9226,188703049,Ashby Avenue,
9227,188858625,Sacramento Street,
9228,188964532,Naples Street,
9229,188964538,Naples Street,
9230,188964539,Naples Street,
9231,189008750,Moraga Reservoir,
9232,189149478,Nelson Rising Lane,
9233,189149566,Nelson Rising Lane,
9234,189171599,3rd Street,1
9235,189323412,East 14th Street,1
9236,189370221,Massoni Court,
9237,189460108,Pedestrian Bridge,
9238,189789139,Morales Court,
9239,189789151,Morales Court,
9240,189789168,Morales Court,
9241,190164726,Suspension Bridge,
9242,190531594,Birthday Party Area,
9243,190579762,Euclid Avenue,2
9244,191010941,Dolores Street,
9245,191010942,24th Street,
9246,191288553,21st Street,
9247,191293481,South Van Ness Avenue,
9248,191296171,13th Street,
9249,191296172,Folsom Street,
9250,191297195,20th Street,
9251,191297196,Guerrero Street,
9252,191297197,Guerrero Street,
9253,191297198,20th Street,
9254,191319995,Fair Oaks Street,
9255,191319996,24th Street,
9256,192164068,Clipper Street,
9257,192368785,Guerrero Street,2
9258,192368986,San Jose Avenue,2
9259,192368987,San Jose Avenue,2
9260,192368988,30th Street,
9261,192368989,29th Street,
9262,192368990,29th Street,
9263,192368991,San Jose Avenue,
9264,192368992,San Jose Avenue,2
9265,192369090,San Jose Avenue,
9266,192369091,Randall Street,
9267,192552299,Mission Street,
9268,192552300,25th Street,
9269,192552506,24th Street,
9270,192552507,Mission Street,
9271,192562677,San Jose Avenue,
9272,192565531,Rifle Range Road,
9273,194580792,Marsh Overlook,
9274,194581279,Rocky Shore Tide Ramp,
9275,195045681,Runabout Court,
9276,195045683,Day Sailer Court,
9277,195045686,Kayak Court,
9278,195430729,University Avenue,
9279,195433877,Sacramento Street,
9280,195433878,Sacramento Street,
9281,195433879,Sacramento Street,
9282,195433880,San Pablo Avenue,5
9283,195433881,San Pablo Avenue,2
9284,195433882,San Pablo Avenue,2
9285,195595376,Pierce Street,
9286,195595390,Colusa Avenue,
9287,195595392,Colusa Avenue,
9288,195595398,Colusa Avenue,
9289,195604785,East 12th Street,
9290,195604789,Martin Luther King Jr Way,
9291,195604795,San Pablo Avenue,4
9292,195604798,San Pablo Avenue,
9293,195772332,Scarpers Peak Serv Rd,
9294,195870851,West Richmond Avenue,1
9295,196052468,Zaner Way,
9296,196052470,Seeger Street,
9297,196052476,Garfinkle Street,
9298,196052477,Navarro Drive,2
9299,196052479,Bridgepointe Place,
9300,196052480,Niland Street,2
9301,196052483,Novato Street,2
9302,196052486,Fernandez Street,
9303,196052488,Corchero Way,3
9304,196052490,Arce Street,
9305,196052491,Martin Street,
9306,196193084,Arlington Avenue,
9307,196193085,Arlington Avenue,
9308,196329705,East Campus Drive,
9309,196491853,University Avenue,1
9310,196599892,Market Street,
9311,196599893,Market Street,
9312,196599894,Market Street,
9313,196599895,Oak Street,
9314,196599896,Oak Street,
9315,196599898,Oak Street,
9316,196599901,Sacramento Street,
9317,196599909,10th Street,
9318,196599910,7th Street,4
9319,196600171,Lake Loop Trail,
9320,196601140,Ohlone Trail,
9321,196602723,Centennial Drive,
9322,196662074,Herb Caen Way...,
9323,196662101,Herb Caen Way...,
9324,196672885,Davis Court,
9325,196739935,Grand Avenue,4
9326,196779225,Davis Street,
9327,196816082,Portola Drive,
9328,196831107,Sansome Street,
9329,196831109,Chestnut Street,
9330,196831119,Jackson Street,
9331,196831123,North Point Street,
9332,196949610,Mendosa Avenue,
9333,196949613,Mendosa Avenue,
9334,196949620,14th Avenue,
9335,196949621,14th Avenue,
9336,196949623,San Marcos Avenue,
9337,196949627,Mendosa Avenue,
9338,196949629,14th Avenue,
9339,196950283,Ortega Street,
9340,196950284,Ortega Street,
9341,196950285,15th Avenue,
9342,196950288,Ortega Street,
9343,196950291,Noriega Street,
9344,197885219,Presidio Parkway,
9345,197885220,Presidio Parkway,
9346,198399305,Reservoir Road,
9347,198399306,Avenue C,
9348,198399469,2nd Street,
9349,198399470,Stairs,
9350,198399586,Signal Road,
9351,198399617,Sims Road,
9352,198543099,Terminal Place,1
9353,198550046,Adeline Street,1
9354,198550057,Adeline Street,1
9355,198550066,Adeline Street,1
9356,198550071,Adeline Street,1
9357,198565345,South Van Ness Avenue,
9358,198565348,South Van Ness Avenue,
9359,198565350,South Van Ness Avenue,3
9360,198565351,South Van Ness Avenue,3
9361,198565352,South Van Ness Avenue,3
9362,198877612,Lombard Street,
9363,198877615,Lombard Street,
9364,199152379,Janie Court,
9365,199152380,Richmond Street,1
9366,199319891,6th Avenue,2
9367,199597329,Jewish Home of San Francisco,
9368,199909406,Rodeo Valley Trail,
9369,199909407,Rodeo Valley Trail,
9370,199909408,Dias Ridge Fire Road,
9371,199909416,Dias Ridge Fire Road,
9372,199909420,Miwok Trail,
9373,199941349,7th Street,
9374,199941351,Harrison Street,
9375,199941352,7th Street,4
9376,199941357,7th Street,
9377,199941360,7th Street,3
9378,199962189,19th Avenue,3
9379,201329717,Forbes Drive,
9380,201329719,Ingraham Street,
9381,201329725,Forbes Drive,
9382,201329729,Forbes Drive,
9383,201329732,Wedgewood Street,
9384,201329733,Fowler Street,
9385,201329734,Forbes Drive,
9386,201329736,Forbes Drive,
9387,201989350,Ashby Avenue,4
9388,201989351,Ashby Avenue,4
9389,201989352,Ashby Avenue,
9390,201989367,Piedmont Avenue,
9391,201989369,Piedmont Avenue,
9392,201989370,Piedmont Avenue,
9393,201989377,7th Street,
9394,201989379,7th Street,
9395,202007361,San Pablo Avenue,
9396,202007362,San Pablo Avenue,
9397,202007363,San Pablo Avenue,
9398,202007364,San Pablo Avenue,
9399,202007365,San Pablo Avenue,
9400,202007394,3rd Street,
9401,202007396,3rd Street,
9402,202024214,Park Boulevard,4
9403,202024215,Park Boulevard,4
9404,202024226,73rd Avenue,
9405,202172577,Harrison Street,
9406,202172598,7th Street,4
9407,202172600,8th Street,
9408,202172601,8th Street,
9409,202317700,Ashby Avenue,4
9410,202317701,Ashby Avenue,4
9411,202317702,Ashby Avenue,4
9412,202317703,Ashby Avenue,4
9413,202317704,Beale Street,
9414,202317706,Frontage Road,
9415,202317709,James Lick Freeway,4
9416,202317710,Market Street,
9417,202317711,Market Street,
9418,202317712,Market Street,
9419,202317713,San Pablo Avenue,2
9420,202317714,San Pablo Avenue,2
9421,202317717,Telegraph Avenue,
9422,202317723,Folsom Street,
9423,202317730,7th Street,3
9424,202455439,San Pablo Avenue,2
9425,202455440,San Pablo Avenue,
9426,202459237,10th Street,
9427,202485361,Folsom Street,
9428,202485364,James Lick Freeway,4
9429,202485369,Powell Street,
9430,202485370,Powell Street,
9431,202577490,Oak Street,
9432,202707442,35th Avenue,
9433,203057304,3rd Street,
9434,203164333,San Pablo Avenue,2
9435,203164334,San Pablo Avenue,2
9436,203166995,Sloat Boulevard,3
9437,203192838,Crescent Plaza,
9438,203193433,San Pablo Avenue,2
9439,203193434,San Pablo Avenue,2
9440,203193435,San Pablo Avenue,2
9441,203193436,San Pablo Avenue,2
9442,203317482,Eastshore Freeway,5
9443,203394104,San Pablo Avenue,2
9444,203394105,San Pablo Avenue,2
9445,203395220,Eastshore Freeway,5
9446,203684013,Panoramic to Miwok,
9447,203684130,Panoramic Lattie Fire Road,
9448,204088818,Alexander Zuckermann Bike Path,
9449,204367996,East 31st Avenue,
9450,204762395,Crespi Drive,
9451,204762397,Holloway Avenue,
9452,204837500,Baze Road,
